Month,Number of new cases
"Apr 14, 2020",7
"Apr 13, 2020",9
"Apr 12, 2020",10
"Apr 11, 2020",12
"Apr 10, 2020",14
"Apr 09, 2020",27
"Apr 08, 2020",32
"Apr 07, 2020",30
"Apr 06, 2020",24
"Apr 05, 2020",74
"Apr 04, 2020",70
"Apr 03, 2020",54
"Apr 02, 2020",45
"Apr 01, 2020",99
"Mar 31, 2020",83
"Mar 30, 2020",51
"Mar 29, 2020",66
"Mar 28, 2020",56
"Mar 27, 2020",70
"Mar 26, 2020",87
"Mar 25, 2020",42
"Mar 24, 2020",106
"Mar 23, 2020",67
"Mar 22, 2020",22
"Mar 21, 2020",92
"Mar 20, 2020",60
"Mar 19, 2020",76
"Mar 18, 2020",78
"Mar 17, 2020",53
"Mar 16, 2020",22
"Mar 15, 2020",20
"Mar 14, 2020",24
"Mar 13, 2020",20
"Mar 12, 2020",16
"Mar 11, 2020",24
"Mar 10, 2020",14
"Mar 09, 2020",9
"Mar 08, 2020",5
"Mar 07, 2020",7
"Mar 06, 2020",9
"Mar 05, 2020",8
"Mar 04, 2020",15
"Mar 03, 2020",5
"Mar 02, 2020",6
"Mar 01, 2020",3
"Feb 29, 2020",-
"Feb 28, 2020",1
