Month,Number of new cases
"Jun 9, 2020",8
"Jun 8, 2020",9
"Jun 7, 2020",4
"Jun 6, 2020",12
"Jun 5, 2020",13
"Jun 4, 2020",10
"Jun 3, 2020",26
"Jun 2, 2020",14
"Jun 1, 2020",18
"May 31, 2020",11
"May 30, 2020",14
"May 29, 2020",43
"May 28, 2020",40
"May 27, 2020",27
"May 26, 2020",39
"May 25, 2020",51
"May 24, 2020",30
"May 23, 2020",15
"May 22, 2020",31
"May 21, 2020",23
"May 20, 2020",44
"May 19, 2020",49
"May 18, 2020",44
"May 17, 2020",21
"May 16, 2020",24
"May 15, 2020",55
"May 14, 2020",56
"May 13, 2020",73
"May 12, 2020",69
"May 11, 2020",94
"May 10, 2020",23
"May 9, 2020",44
"May 8, 2020",83
"May 7, 2020",102
"May 6, 2020",91
"May 5, 2020",128
"May 4, 2020",130
"May 3, 2020",58
"May 2, 2020",63
"May 1, 2020",49
"Apr 30, 2020",88
"Apr 29, 2020",109
"Apr 28, 2020",151
"Apr 27, 2020",133
"Apr 26, 2020",71
"Apr 25, 2020",76
"Apr 24, 2020",97
"Apr 23, 2020",108
"Apr 22, 2020",122
"Apr 21, 2020",111
"Apr 20, 2020",145
"Apr 19, 2020",63
"Apr 18, 2020",55
"Apr 17, 2020",124
"Apr 16, 2020",120
"Apr 15, 2020",126
"Apr 14, 2020",170
"Apr 13, 2020",115
"Apr 12, 2020",79
"Apr 11, 2020",75
"Apr 10, 2020",64
"Apr 9, 2020",146
"Apr 8, 2020",127
"Apr 7, 2020",197
"Apr 6, 2020",207
"Apr 5, 2020",106
"Apr 4, 2020",74
"Apr 3, 2020",198
"Apr 2, 2020",154
"Apr 1, 2020",145
"Mar 31, 2020",117
"Mar 30, 2020",116
"Mar 29, 2020",58
"Mar 28, 2020",74
"Mar 27, 2020",89
"Mar 26, 2020",104
"Mar 25, 2020",99
"Mar 24, 2020",98
"Mar 23, 2020",82
"Mar 22, 2020",77
"Mar 21, 2020",82
"Mar 20, 2020",81
"Mar 19, 2020",92
"Mar 18, 2020",86
"Mar 17, 2020",41
"Mar 16, 2020",45
"Mar 15, 2020",46
"Mar 14, 2020",26
"Mar 13, 2020",28
"Mar 12, 2020",57
"Mar 11, 2020",73
"Mar 10, 2020",54
"Mar 9, 2020",16
"Mar 8, 2020",9
"Mar 7, 2020",7
"Mar 6, 2020",6
"Mar 5, 2020",1
"Mar 4, 2020",5
"Mar 3, 2020",4
"Mar 2, 2020",-
"Mar 1, 2020",1
"Feb 29, 2020",1
"Feb 28, 2020",2
"Feb 27, 2020",1
"Feb 26, 2020",-
"Feb 25, 2020",1
"Feb 24, 2020",-
"Feb 23, 2020",-
"Feb 22, 2020",-
"Feb 21, 2020",-
"Feb 20, 2020",-
"Feb 19, 2020",-
"Feb 18, 2020",-
"Feb 17, 2020",-
"Feb 16, 2020",-
"Feb 15, 2020",-
"Feb 14, 2020",-
"Feb 13, 2020",-
"Feb 12, 2020",-
"Feb 11, 2020",-
"Feb 10, 2020",-
"Feb 9, 2020",-
"Feb 8, 2020",-
"Feb 7, 2020",-
"Feb 6, 2020",-
"Feb 5, 2020",-
"Feb 4, 2020",-
"Feb 3, 2020",-
"Feb 2, 2020",-
"Feb 1, 2020",-
"Jan 31, 2020",-
"Jan 30, 2020",-
"Jan 29, 2020",1
