Month,Number of deaths
"Jun 08, 2020",239
"Jun 07, 2020",238
"Jun 06, 2020",238
"Jun 05, 2020",238
"Jun 04, 2020",238
"Jun 03, 2020",237
"Jun 02, 2020",237
"Jun 01, 2020",236
"May 31, 2020",236
"May 30, 2020",236
"May 29, 2020",236
"May 28, 2020",236
"May 27, 2020",235
"May 26, 2020",235
"May 25, 2020",235
"May 24, 2020",235
"May 23, 2020",235
"May 22, 2020",235
"May 21, 2020",234
"May 20, 2020",234
"May 19, 2020",233
"May 18, 2020",233
"May 17, 2020",233
"May 16, 2020",232
"May 15, 2020",232
"May 14, 2020",232
"May 13, 2020",230
"May 12, 2020",228
"May 11, 2020",224
"May 10, 2020",222
"May 09, 2020",221
"May 08, 2020",219
"May 07, 2020",219
"May 06, 2020",216
"May 05, 2020",216
"May 04, 2020",214
"May 03, 2020",214
"May 02, 2020",214
"May 01, 2020",213
"Apr 30, 2020",211
"Apr 29, 2020",208
"Apr 28, 2020",207
"Apr 27, 2020",207
"Apr 26, 2020",204
"Apr 25, 2020",202
"Apr 24, 2020",201
"Apr 23, 2020",197
"Apr 22, 2020",188
"Apr 21, 2020",186
"Apr 20, 2020",184
"Apr 19, 2020",179
"Apr 18, 2020",171
"Apr 17, 2020",164
"Apr 16, 2020",157
"Apr 15, 2020",152
"Apr 14, 2020",145
"Apr 13, 2020",139
"Apr 12, 2020",133
"Apr 11, 2020",127
"Apr 10, 2020",116
"Apr 09, 2020",111
"Apr 08, 2020",108
"Apr 07, 2020",91
"Apr 06, 2020",82
"Apr 05, 2020",75
"Apr 04, 2020",69
"Apr 03, 2020",61
"Apr 02, 2020",54
"Apr 01, 2020",47
"Mar 31, 2020",43
"Mar 30, 2020",37
"Mar 29, 2020",31
"Mar 28, 2020",25
"Mar 27, 2020",22
"Mar 26, 2020",14
"Mar 25, 2020",13
"Mar 24, 2020",12
"Mar 23, 2020",10
"Mar 22, 2020",7
"Mar 21, 2020",7
"Mar 20, 2020",7
"Mar 19, 2020",7
"Mar 18, 2020",6
"Mar 17, 2020",3
"Mar 16, 2020",3
"Mar 15, 2020",3
"Mar 14, 2020",3
"Mar 13, 2020",1
"Mar 12, 2020",1
