Month,Number of new cases
"Sep 29, 2020",851
"Sep 28, 2020",702
"Sep 27, 2020",937
"Sep 26, 2020",950
"Sep 25, 2020",927
"Sep 24, 2020",750
"Sep 23, 2020",951
"Sep 22, 2020",633
"Sep 21, 2020",876
"Sep 20, 2020",1070
"Sep 19, 2020",809
"Sep 18, 2020",941
"Sep 17, 2020",710
"Sep 16, 2020",581
"Sep 15, 2020",726
"Sep 14, 2020",844
"Sep 13, 2020",484
"Sep 12, 2020",916
"Sep 11, 2020",718
"Sep 10, 2020",476
"Sep 9, 2020",411
"Sep 8, 2020",341
"Sep 7, 2020",576
"Sep 6, 2020",495
"Sep 5, 2020",510
"Sep 4, 2020",459
"Sep 3, 2020",301
"Sep 2, 2020",365
"Sep 1, 2020",118
"Aug 31, 2020",178
"Aug 30, 2020",292
"Aug 29, 2020",158
"Aug 28, 2020",132
"Aug 27, 2020",91
"Aug 26, 2020",73
"Aug 25, 2020",24
"Aug 24, 2020",36
"Aug 23, 2020",22
"Aug 22, 2020",35
"Aug 21, 2020",52
"Aug 20, 2020",44
"Aug 19, 2020",32
"Aug 18, 2020",24
"Aug 17, 2020",30
"Aug 16, 2020",39
"Aug 15, 2020",24
"Aug 14, 2020",40
"Aug 13, 2020",45
"Aug 12, 2020",22
"Aug 11, 2020",15
"Aug 10, 2020",26
"Aug 9, 2020",43
"Aug 8, 2020",32
"Aug 7, 2020",24
"Aug 6, 2020",33
"Aug 5, 2020",11
"Aug 4, 2020",9
"Aug 3, 2020",9
"Aug 2, 2020",9
"Aug 1, 2020",21
"Jul 31, 2020",21
"Jul 30, 2020",19
"Jul 29, 2020",9
"Jul 28, 2020",8
"Jul 27, 2020",13
"Jul 26, 2020",11
"Jul 25, 2020",26
"Jul 24, 2020",18
"Jul 23, 2020",14
"Jul 22, 2020",19
"Jul 21, 2020",8
"Jul 20, 2020",6
"Jul 19, 2020",18
"Jul 18, 2020",22
"Jul 17, 2020",14
"Jul 16, 2020",16
"Jul 15, 2020",5
"Jul 14, 2020",11
"Jul 13, 2020",13
"Jul 12, 2020",5
"Jul 11, 2020",6
"Jul 10, 2020",3
"Jul 9, 2020",10
"Jul 8, 2020",5
"Jul 7, 2020",16
"Jul 6, 2020",6
"Jul 5, 2020",9
"Jul 4, 2020",2
"Jul 3, 2020",6
"Jul 2, 2020",9
"Jul 1, 2020",2
"Jun 30, 2020",10
"Jun 29, 2020",3
"Jun 28, 2020",4
"Jun 27, 2020",11
"Jun 26, 2020",4
"Jun 25, 2020",9
"Jun 24, 2020",7
"Jun 23, 2020",5
"Jun 22, 2020",8
"Jun 21, 2020",8
"Jun 20, 2020",5
"Jun 19, 2020",2
"Jun 18, 2020",1
"Jun 17, 2020",1
"Jun 16, 2020",1
"Jun 15, 2020",7
"Jun 14, 2020",5
"Jun 13, 2020",11
"Jun 12, 2020",14
"Jun 11, 2020",12
"Jun 10, 2020",10
"Jun 9, 2020",3
"Jun 8, 2020",6
"Jun 7, 2020",18
"Jun 6, 2020",20
"Jun 5, 2020",16
"Jun 4, 2020",23
"Jun 3, 2020",10
"Jun 2, 2020",29
"Jun1, 2020",16
"May 31, 2020",9
"May 30, 2020",26
"May 29, 2020",25
"May 28, 2020",23
"May 27, 2020",22
"May 26, 2020",15
"May 25, 2020",15
"May 24, 2020",28
"May 23, 2020",35
"May 22, 2020",37
"May 21, 2020",43
"May 20, 2020",42
"May 19, 2020",12
"May 18, 2020",28
"May 17, 2020",36
"May 16, 2020",56
"May 15, 2020",37
"May 14, 2020",39
"May 13, 2020",28
"May 12, 2020",29
"May 11, 2020",21
"May 10, 2020",50
"May 9, 2020",35
"May 8, 2020",28
"May 7, 2020",39
"May 6, 2020",46
"May 5, 2020",30
"May 4, 2020",37
"May 3, 2020",56
"May 2, 2020",79
"May 1, 2020",88
"Apr 30, 2020",48
"Apr 29, 2020",78
"Apr 28, 2020",66
"Apr 27, 2020",83
"Apr 26, 2020",57
"Apr 25, 2020",60
"Apr 24, 2020",99
"Apr 23, 2020",116
"Apr 22, 2020",70
"Apr 21, 2020",114
"Apr 20, 2020",68
"Apr 19, 2020",82
"Apr 18, 2020",71
"Apr 17, 2020",111
"Apr 16, 2020",73
"Apr 15, 2020",67
"Apr 14, 2020",54
"Apr 13, 2020",48
"Apr 12, 2020",100
"Apr 11, 2020",120
"Apr 10, 2020",210
"Apr 9, 2020",85
"Apr 8, 2020",78
"Apr 7, 2020",73
"Apr 6, 2020",11
"Apr 5, 2020",55
"Apr 4, 2020",55
"Apr 3, 2020",38
"Apr 2, 2020",60
"Apr 1, 2020",33
"Mar 31, 2020",45
"Mar 30, 2020",39
"Mar 29, 2020",65
"Mar 28, 2020",43
"Mar 27, 2020",39
"Mar 26, 2020",35
"Mar 25, 2020",39
"Mar 24, 2020",20
"Mar 23, 2020",36
"Mar 22, 2020",28
"Mar 21, 2020",18
"Mar 20, 2020",12
"Mar 19, 2020",15
"Mar 18, 2020",8
"Mar 17, 2020",11
"Mar 16, 2020",7
"Mar 15, 2020",2
"Mar 14, 2020",11
"Mar 13, 2020",3
"Mar 12, 2020",3
"Mar 11, 2020",1
"Mar 10, 2020",3
"Mar 9, 2020",2
"Mar 8, 2020",2
"Mar 7, 2020",1
"Mar 5, 2020",2
"Mar 4, 2020",2
