Month,Number of cases
"Jun 8, 2020",7
"Jun 9, 2020",7
"Jun 10, 2020",2
"Jun 11, 2020",31
"Jun 12, 2020",33
"Jun 13, 2020",43
"Jun 14, 2020",8
"Jun 15, 2020",41
"Jun 16, 2020",11
"Jun 17, 2020",10
"Jun 18, 2020",14
"Jun 19, 2020",6
"Jun 20, 2020",21
"Jun 21, 2020",16
"Jun 22, 2020",15
"Jun 23, 2020",3
"Jun 24, 2020",6
"Jun 25, 2020",4
"Jun 26, 2020",6
"Jun 27, 2020",10
"Jun 28, 2020",18
"Jun 29, 2020",3
"Jun 30, 2020",2
"Jul 1, 2020",1
"Jul 2, 2020",3
"Jul 3, 2020",5
"Jul 4, 2020",10
"Jul 5, 2020",5
"Jul 6, 2020",5
"Jul 7, 2020",6
"Jul 8, 2020",3
"Jul 9, 2020",6
"Jul 10, 2020",13
"Jul 11, 2020",8
"Jul 12, 2020",14
"Jul 13, 2020",7
"Jul 14, 2020",4
"Jul 15, 2020",5
"Jul 16, 2020",3
"Jul 17, 2020",18
"Jul 18, 2020",9
"Jul 19, 2020",15
"Jul 20, 2020",21
"Jul 21, 2020",15
"Jul 22, 2020",16
"Jul 23, 2020",9
"Jul 24, 2020",21
"Jul 25, 2020",23
"Jul 26, 2020",13
"Jul 27, 2020",7
"Jul 28, 2020",39
"Jul 29, 2020",13
"Jul 30, 2020",8
"Jul 31, 2020",12
"Aug 1, 2020",9
"Aug 2, 2020",14
"Aug 3, 2020",2
"Aug 4, 2020",1
"Aug 5, 2020",21
"Aug 6, 2020",15
"Aug 7, 2020",25
"Aug 8, 2020",7
"Aug 9, 2020",13
"Aug 10, 2020",11
"Aug 11, 2020",9
"Aug 12, 2020",11
"Aug 13, 2020",15
"Aug 14, 2020",20
"Aug 15, 2020",26
"Aug 16, 2020",25
"Aug 17, 2020",12
"Aug 18, 2020",7
"Aug 19, 2020",16
"Aug 20, 2020",5
"Aug 21, 2020",9
"Aug 22, 2020",8
"Aug 23, 2020",10
"Aug 24, 2020",7
"Aug 25, 2020",11
"Aug 26, 2020",6
"Aug 27, 2020",5
"Aug 28, 2020",10
"Aug 29, 2020",11
"Aug 30, 2020",17
"Aug 31, 2020",6
"Sep 1, 2020",14
"Sep 2, 2020",6
"Sep 3, 2020",14
"Sep 4, 2020",11
"Sep 5, 2020",6
"Sep 6, 2020",6
"Sep 7, 2020",62
"Sep 8, 2020",100
"Sep 9, 2020",24
"Sep 10, 2020",45
"Sep 11, 2020",182
"Sep 12, 2020",58
"Sep 13, 2020",47
"Sep 14, 2020",31
"Sep 15, 2020",23
"Sep 16, 2020",62
"Sep 17, 2020",21
"Sep 18, 2020",95
"Sep 19, 2020",20
"Sep 20, 2020",52
"Sep 21, 2020",57
"Sep 22, 2020",82
"Sep 23, 2020",147
"Sep 24, 2020",71
"Sep 25, 2020",111
"Sep 26, 2020",82
"Sep 27, 2020",150
"Sep 28, 2020",115
"Sep 29, 2020",101
"Sep 30, 2020",89
"Oct 1, 2020",260
"Oct 2, 2020",287
"Oct 3, 2020",317
"Oct 4, 2020",293
"Oct 5, 2020",432
"Oct 6, 2020",691
"Oct 7, 2020",489
"Oct 8, 2020",375
"Oct 9, 2020",354
"Oct 10, 2020",374
"Oct 11, 2020",561
"Oct 12, 2020",563
"Oct 13, 2020",660
"Oct 14, 2020",660
"Oct 15, 2020",589
"Oct 16, 2020",629
"Oct 17, 2020",869
"Oct 18, 2020",871
"Oct 19, 2020",865
"Oct 20, 2020",862
"Oct 21, 2020",732
"Oct 22, 2020",847
"Oct 23, 2020",710
"Oct 24, 2020",1228
"Oct 25, 2020",823
"Oct 26, 2020",1240
"Oct 27, 2020",835
"Oct 28, 2020",801
"Oct 29, 2020",649
"Oct 30, 2020",799
"Oct 31, 2020",659
"Nov 1, 2020",957
"Nov 2, 2020",834
"Nov 3, 2020",1054
"Nov 4, 2020",1032
"Nov 5, 2020",1009
"Nov 6, 2020",1755
"Nov 7, 2020",1168
"Nov 8, 2020",852
"Nov 9, 2020",972
"Nov 10, 2020",869
"Nov 11, 2020",822
"Nov 12, 2020",919
"Nov 13, 2020",1304
"Nov 14, 2020",1114
"Nov 15, 2020",1208
"Nov 16, 2020",1103
"Nov 17, 2020",1210
"Nov 18, 2020",660
"Nov 19, 2020",1290
"Nov 20, 2020",958
"Nov 21, 2020",1041
"Nov 22, 2020",1096
"Nov 23, 2020",1884
"Nov 24, 2020",2188
"Nov 25, 2020",970
"Nov 26, 2020",935
"Nov 27, 2020",1109
"Nov 28, 2020",1315
"Nov 29, 2020",1309
"Nov 30, 2020",1212
"Dec 1, 2020",1472
"Dec 2, 2020",851
"Dec 3, 2020",1075
"Dec 4, 2020",1141
"Dec 5, 2020",1123
"Dec 6, 2020",1335
"Dec 7, 2020",1600
"Dec 8, 2020",1012
"Dec 9, 2020",959
"Dec 10, 2020",2234
"Dec 11, 2020",1810
"Dec 12, 2020",1937
"Dec 13, 2020",1229
"Dec 14, 2020",1371
"Dec 15, 2020",1772
"Dec 16, 2020",1295
"Dec 17, 2020",1220
"Dec 18, 2020",1683
"Dec 19, 2020",1153
"Dec 20, 2020",1340
"Dec 21, 2020",2018
"Dec 22, 2020",2062
"Dec 23, 2020",1348
"Dec 24, 2020",1581
"Dec 25, 2020",1247
"Dec 26, 2020",2335
"Dec 27, 2020",1196
"Dec 28, 2020",1594
"Dec 29, 2020",1925
"Dec 30, 2020",1870
"Dec 31, 2020",2525
"Jan 1, 2021",2068
"Jan 2, 2021",2295
"Jan 3, 2021",1704
"Jan 4, 2021",1741
"Jan 5, 2021",2027
"Jan 6, 2021",2593
