Month,Number of cases
Jul 12,289603
Jul 11,288953
Jul 10,288133
Jul 9,287621
Jul 8,286979
Jul 7,286349
Jul 6,285768
Jul 5,285416
Jul 4,284900
Jul 3,284276
Jul 2**,283757
Jul 1,313483
Jun 30,312654
Jun 29,311965
Jun 28,311151
Jun 27,310250
Jun 26,309360
Jun 25,307980
Jun 24,306862
Jun 23,306210
Jun 22,305289
Jun 21,304331
Jun 20,303110
Jun 19,301815
Jun 18,300469
Jun 17,299251
Jun 16,298136
Jun 15,296857
Jun 14,295889
Jun 13,294375
Jun 12,292950
Jun 11,291409
Jun 10,290143
Jun 9,289140
Jun 8,287399
Jun 7,286194
Jun 6,284868
Jun 5,283311
Jun 4,281661
Jun 3,279856
Jun 2,277985
Jun 1,276332
May 31,274762
May 30,272826
May 29,271222
May 28,269127
May 27,267240
May 26*,265227
May 25,261184
May 24,259559
May 23,257154
May 22,254195
May 21,250908
May 19,248818
May 18,246406
May 17,243695
May 16,240161
May 15,236711
May 14,233151
May 13,229705
May 12,226463
May 11,223060
May 10,219183
May 9,215260
May 8,211364
May 7,206715
May 6,201101
May 5,194990
May 4,190584
May 3,186599
May 2,182260
May 1,177454
Apr 30,171253
Apr 29,165221
Apr 28,161145
Apr 27,157149
Apr 26,152840
Apr 25,148377
Apr 24,143464
Apr 23,138078
Apr 22,133495
Apr 21,129044
Apr 20,124743
Apr 19,120067
Apr 18,114217
Apr 17,108692
Apr 16,103093
Apr 15,98476
Apr 14,93873
Apr 13,88621
Apr 12,84279
Apr 11,78991
Apr 10,70272
Apr 9,65077
Apr 8,60733
Apr 7,55242
Apr 6,51608
Apr 5,47806
Apr 4,41903
Apr 3,38168
Apr 2,33718
Apr 1,29474
Mar 31,25150
Mar 30,22141
Mar 29,19522
Mar 28,17089
Mar 27,14543
Mar 26,11658
Mar 25,9529
Mar 24,8077
Mar 23,6650
Mar 22,5683
Mar 21,5018
Mar 20,3983
Mar 19,3269
Mar 18,2626
Mar 17,1950
Mar 16,1543
Mar 15,1391
Mar 14,1061
Mar 13,797
Mar 12,590
Mar 11,456
Mar 10,373
Mar 9,321
Mar 8,271
Mar 7,206
Mar 6,160
Mar 5,114
Mar 4,85
Mar 3,51
Mar 2,40
Mar 1,35
Feb 29,23
Feb 28,19
Feb 27,13
Feb 26,13
Feb 25,13
Feb 24,13
Feb 23,9
Feb 22,9
Feb 21,9
Feb 20,9
Feb 19,9
Feb 18,9
Feb 17,9
Feb 16,9
Feb 15,9
Feb 14,9
Feb 13,9
Feb 12,8
Feb 11,8
Feb 10,8
Feb 9,4
Feb 8,3
Feb 7,3
Feb 6,3
Feb 5,2
Feb 4,2
Feb 3,2
Feb 2,2
Feb 1,2
Jan 31,2
