Month,Number of cases
"May 09, 2020",525
"May 08, 2020",663
"May 07, 2020",424
"May 06, 2020",236
"May 05, 2020",352
"May 04, 2020",437
"May 03, 2020",447
"May 02, 2020",385
"May 01, 2020",304
"Apr 30, 2020",297
"Apr 29, 2020",354
"Apr 28, 2020",203
"Apr 27, 2020",247
"Apr 26, 2020",185
"Apr 25, 2020",141
"Apr 24, 2020",267
"Apr 23, 2020",318
"Apr 22, 2020",170
"Apr 21, 2020",165
"Apr 20, 2020",142
"Apr 19, 2020",124
"Apr 18, 2020",251
"Apr 17, 2020",178
"Apr 16, 2020",99
"Apr 15, 2020",91
"Apr 14, 2020",143
"Apr 13, 2020",99
"Apr 12, 2020",145
"Apr 11, 2020",25
"Apr 10, 2020",69
"Apr 09, 2020",89
"Apr 08, 2020",96
"Apr 07, 2020",63
"Apr 06, 2020",31
"Apr 05, 2020",70
"Apr 04, 2020",80
"Apr 03, 2020",43
"Apr 02, 2020",82
"Apr 01, 2020",27
"Mar 31, 2020",27
"Mar 30, 2020",46
"Mar 29, 2020",93
"Mar 28, 2020",17
"Mar 27, 2020",243
"Mar 26, 2020",218
"Mar 25, 2020",155
"Mar 24, 2020",152
"Mar 23, 2020",128
"Mar 22, 2020",34
"Mar 21, 2020",38
"Mar 20, 2020",52
"Mar 19, 2020",34
"Mar 18, 2020",54
"Mar 17, 2020",0
"Mar 16, 2020",11
"Mar 15, 2020",13
"Mar 14, 2020",14
"Mar 13, 2020",7
"Mar 12, 2020",4
"Mar 11, 2020",6
"Mar 10, 2020",4
"Mar 09, 2020",0
"Mar 08, 2020",2
"Mar 07, 2020",0
"Mar 06, 2020",0
"Mar 05, 2020",1
