Month,Number of cases
"Jul 10, 2020",72371
"Jul 09, 2020",72002
"Jul 08, 2020",71668
"Jul 07, 2020",71135
"Jul 06, 2020",70857
"Jul 05, 2020",70606
"Jul 04, 2020",70291
"Jul 03, 2020",69927
"Jul 02, 2020",69233
"Jul 01, 2020",68546
"Jun 30, 2020",67862
"Jun 29, 2020",67058
"Jun 28, 2020",66331
"Jun 27, 2020",65916
"Jun 26, 2020",65161
"Jun 25, 2020",63957
"Jun 24, 2020",62678
"Jun 23, 2020",60980
"Jun 22, 2020",59671
"Jun 21, 2020",58871
"Jun 20, 2020",58550
"Jun 19, 2020",57852
"Jun 18, 2020",56643
"Jun 17, 2020",55149
"Jun 16, 2020",53692
"Jun 15, 2020",52483
"Jun 14, 2020",51798
"Jun 13, 2020",51380
"Jun 12, 2020",50348
"Jun 11, 2020",49019
"Jun 10, 2020",47726
"Jun 09, 2020",46289
"Jun 08, 2020",45353
"Jun 07, 2020",44676
"Jun 06, 2020",44214
"Jun 05, 2020",43434
"Jun 04, 2020",42288
"Jun 03, 2020",41249
"Jun 02, 2020",40203
"Jun 01, 2020",39303
"May 31, 2020",38655
"May 30, 2020",38390
"May 29, 2020",37958
"May 28, 2020",37185
"May 27, 2020",36411
"May 26, 2020",35611
"May 25, 2020",34865
"May 24, 2020",34374
"May 23, 2020",34164
"May 22, 2020",33761
"May 21, 2020",33229
"May 20, 2020",32619
"May 19, 2020",31811
"May 18, 2020",31145
"May 17, 2020",30715
"May 16, 2020",30456
"May 15, 2020",30098
"May 14, 2020",29410
"May 13, 2020",28753
"May 12, 2020",28055
"May 11, 2020",27301
"May 10, 2020",26846
"May 09, 2020",26567
"May 08, 2020",26058
"May 07, 2020",25358
"May 06, 2020",24574
"May 05, 2020",23829
"May 04, 2020",23172
"May 03, 2020",22695
"May 02, 2020",22434
"May 01, 2020",22135
"Apr 30, 2020",21603
"Apr 29, 2020",20968
"Apr 28, 2020",20169
"Apr 27, 2020",19427
"Apr 26, 2020",18864
"Apr 25, 2020",18564
"Apr 24, 2020",18091
"Apr 23, 2020",17311
"Apr 22, 2020",16553
"Apr 21, 2020",15831
"Apr 20, 2020",15124
"Apr 19, 2020",14663
"Apr 18, 2020",14275
"Apr 17, 2020",13743
"Apr 16, 2020",13055
"Apr 15, 2020",12432
"Apr 14, 2020",11828
"Apr 13, 2020",11349
"Apr 12, 2020",10912
"Apr 11, 2020",10448
"Apr 10, 2020",10053
"Apr 09, 2020",9599
"Apr 08, 2020",8954
"Apr 07, 2020",8300
"Apr 06, 2020",7562
"Apr 05, 2020",7173
"Apr 04, 2020",6833
"Apr 03, 2020",6476
"Apr 02, 2020",5875
"Apr 01, 2020",5321
"Mar 31, 2020",4835
"Mar 30, 2020",4360
"Mar 29, 2020",3944
"Mar 28, 2020",3664
"Mar 27, 2020",3364
"Mar 26, 2020",2999
"Mar 25, 2020",2713
"Mar 24, 2020",2399
"Mar 23, 2020",2169
"Mar 22, 2020",1987
"Mar 21, 2020",1869
"Mar 20, 2020",1733
"Mar 19, 2020",1553
"Mar 18, 2020",1410
"Mar 17, 2020",1265
"Mar 16, 2020",1146
"Mar 15, 2020",1063
"Mar 14, 2020",994
"Mar 13, 2020",923
"Mar 12, 2020",771
"Mar 11, 2020",620
"Mar 10, 2020",424
"Mar 09, 2020",326
"Mar 08, 2020",225
"Mar 07, 2020",179
"Mar 06, 2020",146
"Mar 05, 2020",87
"Mar 04, 2020",62
"Mar 03, 2020",32
"Mar 02, 2020",19
"Mar 01, 2020",14
"Feb 29, 2020",14
"Feb 28, 2020",11
"Feb 27, 2020",3
"Feb 26, 2020",2
"Feb 25, 2020",1
"Feb 24, 2020",1
"Feb 23, 2020",1
"Feb 22, 2020",1
"Feb 21, 2020",1
"Feb 20, 2020",1
"Feb 19, 2020",1
"Feb 18, 2020",1
"Feb 17, 2020",1
"Feb 16, 2020",1
"Feb 15, 2020",1
"Feb 14, 2020",1
"Feb 13, 2020",1
"Feb 12, 2020",1
"Feb 11, 2020",1
"Feb 10, 2020",1
"Feb 09, 2020",1
"Feb 08, 2020",1
"Feb 07, 2020",1
"Feb 06, 2020",1
"Feb 05, 2020",1
"Feb 04, 2020",1
