Month,Number of cases
"September 26, 2020",271339
"September 25, 2020",266845
"September 24, 2020",262022
"September 23, 2020",257388
"September 22, 2020",252923
"September 21, 2020",248852
"September 20, 2020",244676
"September 19, 2020",240687
"September 18, 2020",236519
"September 17, 2020",232628
"September 16, 2020",228993
"September 15, 2020",225030
"September 14, 2020",221523
"September 13, 2020",218382
"September 12, 2020",214746
"September 11, 2020",210940
"September 10, 2020",207203
"September 9, 2020",203342
"September 8, 2020",200035
"September 7, 2020",196989
"September 6, 2020",194109
"September 5, 2020",190665
"September 4, 2020",187537
"September 3, 2020",184268
"September 2, 2020",180646
"September 1, 2020",177571
"August 31, 2020",174796
"August 30, 2020",172053
"August 29, 2020",169195
"August 28, 2020",165887
"August 27, 2020",162884
"August 26, 2020",160165
"August 25, 2020",157859
"August 24, 2020",155412
"August 23, 2020",153535
"August 22, 2020",151498
"August 21, 2020",149408
"August 20, 2020",147211
"August 19, 2020",144945
"August 18, 2020",143043
"August 17, 2020",141370
"August 16, 2020",139549
"August 15, 2020",137468
"August 14, 2020",135123
"August 13, 2020",132816
"August 12, 2020",130718
"August 11, 2020",128776
"August 10, 2020",127083
"August 9, 2020",125396
"August 8, 2020",123503
"August 7, 2020",121226
"August 6, 2020",118753
"August 5, 2020",116671
"August 4, 2020",115056
"August 3, 2020",113134
"August 2, 2020",111455
"August 1, 2020",109936
"July 31, 2020",108376
"July 30, 2020",106336
"July 29, 2020",104432
"July 28, 2020",102051
"July 27, 2020",100303
"July 26, 2020",98778
"July 25, 2020",97286
"July 24, 2020",95418
"July 23, 2020",93657
"July 22, 2020",91751
"July 21, 2020",89869
"July 20, 2020",88214
"July 19, 2020",86521
"July 18, 2020",84882
"July 17, 2020",83130
"July 16, 2020",81668
"July 15, 2020",80094
"July 14, 2020",78572
"July 13, 2020",76981
"July 12, 2020",75699
"July 11, 2020",74018
"July 10, 2020",72347
"July 9, 2020",70736
"July 8, 2020",68079
"July 7, 2020",66226
"July 6, 2020",64958
"July 5, 2020",63749
"July 4, 2020",62142
"July 3, 2020",60695
"July 2, 2020",59394
"July 1, 2020",57770
"June 30, 2020",56385
"June 29, 2020",55092
"June 28, 2020",54010
"June 27, 2020",52812
"June 26, 2020",51427
"June 25, 2020",50187
"June 24, 2020",49009
"June 23, 2020",47896
"June 22, 2020",46845
"June 21, 2020",45891
"June 20, 2020",45029
"June 19, 2020",43803
"June 18, 2020",42762
"June 17, 2020",41431
"June 16, 2020",40400
"June 15, 2020",39294
"June 14, 2020",38277
"June 13, 2020",37420
"June 12, 2020",36406
"June 11, 2020",35295
"June 10, 2020",34316
"June 9, 2020",33076
"June 8, 2020",32033
"June 7, 2020",31186
"June 6, 2020",30514
"June 5, 2020",29521
"June 4, 2020",28818
"June 3, 2020",28233
"June 2, 2020",27549
"June 1, 2020",26940
"May 31, 2020",26473
"May 30, 2020",25773
"May 29, 2020",25216
"May 28, 2020",24538
"May 27, 2020",23851
"May 26, 2020",23165
"May 25, 2020",22750
"May 24, 2020",22271
"May 23, 2020",21745
"May 22, 2020",20796
"May 21, 2020",20162
"May 20, 2020",19189
"May 19, 2020",18496
"May 18, 2020",18010
"May 17, 2020",17514
"May 16, 2020",17025
"May 15, 2020",16496
"May 14, 2020",16006
"May 13, 2020",15438
"May 12, 2020",14749
"May 11, 2020",14265
"May 10, 2020",14032
"May 9, 2020",13645
"May 8, 2020",13112
"May 7, 2020",12776
"May 6, 2020",12438
"May 5, 2020",12071
"May 4, 2020",11587
"May 3, 2020",11192
"May 2, 2020",10843
"May 1, 2020",10551
"April 30, 2020",10118
"April 29, 2020",9771
"April 28, 2020",9511
"April 27, 2020",9096
"April 26, 2020",8802
"April 25, 2020",8607
"April 24, 2020",8211
"April 23, 2020",7775
"April 22, 2020",7418
"April 21, 2020",7135
"April 20, 2020",6760
"April 19, 2020",6575
"April 18, 2020",6248
"April 17, 2020",5923
"April 16, 2020",5516
"April 15, 2020",5136
"April 14, 2020",4839
"April 13, 2020",4557
"April 12, 2020",4241
"April 11, 2020",3842
"April 10, 2020",3512
"April 9, 2020",3293
"April 8, 2020",2956
"April 7, 2020",2738
"April 6, 2020",2491
"April 5, 2020",2273
"April 4, 2020",2092
"April 3, 2020",1986
"April 2, 2020",1790
"April 1, 2020",1677
"March 31, 2020",1528
"March 30, 2020",1414
"March 29, 2020",1285
"March 28, 2020",1155
"March 27, 2020",1046
"March 26, 2020",893
"March 25, 2020",790
"March 24, 2020",685
"March 23, 2020",579
"March 22, 2020",514
"March 21, 2020",450
"March 20, 2020",369
"March 18, 2020",227
"March 17, 2020",172
"March 13, 2020",69
"March 12, 2020",34
