Month,Number of cases
"Jul 11, 2020",1245
"Jul 10, 2020",1240
"Jul 09, 2020",1231
"Jul 08, 2020",1221
"Jul 07, 2020",1205
"Jul 06, 2020",1199
"Jul 05, 2020",1188
"Jul 04, 2020",1186
"Jul 03, 2020",1181
"Jul 02, 2020",1178
"Jul 01, 2020",1175
"Jun 30, 2020",1174
"Jun 29, 2020",1172
"Jun 28, 2020",1169
"Jun 27,2020",1168
"Jun 26, 2020",1164
"Jun 25, 2020",1162
"Jun 24, 2020",1160
"Jun 23, 2020",1159
"Jun 22, 2020",1159
"Jun 21, 2020",1157
"Jun 20, 2020",1156
"Jun 19, 2020",1146
"Jun 18, 2020",1132
"Jun 17, 2020",1128
"Jun 16, 2020",1125
"Jun 15, 2020",1110
"Jun 14, 2020",1096
"Jun 13, 2020",1094
"Jun 12, 2020",1093
"Jun 11, 2020",1087
"Jun 10, 2020",1087
"Jun 09, 2020",1087
"Jun 08, 2020",1087
"Jun 07, 2020",1087
"Jun 06, 2020",1087
"Jun 05, 2020",1087
"Jun 04, 2020",1087
"Jun 03, 2020",1087
"Jun 02, 2020",1085
"Jun 01, 2020",1084
"May 31, 2020",1077
"May 30, 2020",1076
"May 29, 2020",1071
"May 28, 2020",1068
"May 27, 2020",1051
"May 26, 2020",1051
"May 25, 2020",1051
"May 24, 2020",1051
"May 23, 2020",1048
"May 22, 2020",1048
"May 21, 2020",1046
"May 20, 2020",1045
"May 19, 2020",1044
"May 18, 2020",1043
"May 17, 2020",1037
"May 16, 2020",1037
"May 15, 2020",1035
"May 14, 2020",1032
"May 13, 2020",1032
"May 12, 2020",1032
"May 11, 2020",1032
"May 10, 2020",1032
"May 09, 2020",1032
"May 08, 2020",1030
"May 07, 2020",1026
"May 06, 2020",1025
"May 05, 2020",1022
"May 04, 2020",1018
"May 03, 2020",1013
"May 02, 2020",1009
"May 01, 2020",998
"Apr 30, 2020",994
"Apr 29, 2020",980
"Apr 28, 2020",975
"Apr 27, 2020",967
"Apr 26, 2020",949
"Apr 25, 2020",939
"Apr 24, 2020",922
"Apr 23, 2020",918
"Apr 22, 2020",909
"Apr 21, 2020",901
"Apr 20, 2020",884
"Apr 19, 2020",879
"Apr 18, 2020",864
"Apr 17, 2020",864
"Apr 16, 2020",822
"Apr 15, 2020",780
"Apr 14, 2020",747
"Apr 13, 2020",726
"Apr 12, 2020",707
"Apr 11, 2020",685
"Apr 10, 2020",671
"Apr 09, 2020",643
"Apr 08, 2020",628
"Apr 07, 2020",623
"Apr 06, 2020",596
"Apr 05, 2020",574
"Apr 04, 2020",553
"Apr 03, 2020",495
"Apr 02, 2020",455
"Apr 01, 2020",423
"Mar 31, 2020",394
"Mar 30, 2020",312
"Mar 29, 2020",312
"Mar 28, 2020",278
"Mar 27, 2020",227
"Mar 26, 2020",197
"Mar 25, 2020",173
"Mar 24, 2020",114
"Mar 23, 2020",89
"Mar 22, 2020",75
"Mar 21, 2020",60
"Mar 20, 2020",54
"Mar 19, 2020",39
"Mar 18, 2020",29
"Mar 17, 2020",24
"Mar 16, 2020",20
"Mar 15, 2020",18
"Mar 14, 2020",18
"Mar 13, 2020",16
"Mar 12, 2020",7
"Mar 11, 2020",7
"Mar 10, 2020",5
"Mar 09, 2020",2
"Mar 08, 2020",2
"Mar 03, 2020",1
