Month,Number of deaths
"Jul 1, 2020",328
"Jul 2, 2020",328
"Jul 3, 2020",328
"Jul 4, 2020",328
"Jul 5, 2020",328
"Jul 6, 2020",328
"Jul 7, 2020",328
"Jul 8, 2020",328
"Jul 9, 2020",328
"Jul 10, 2020",328
"Jul 11, 2020",328
"Jul 12, 2020",328
"Jul 13, 2020",328
"Jul 14, 2020",328
"Jul 15, 2020",328
"Jul 16, 2020",328
"Jul 17, 2020",328
"Jul 18, 2020",328
"Jul 19, 2020",328
"Jul 20, 2020",328
"Jul 21, 2020",328
"Jul 22, 2020",328
"Jul 23, 2020",328
"Jul 24, 2020",329
"Jul 25, 2020",329
"Jul 26, 2020",329
"Jul 27, 2020",329
"Jul 28, 2020",329
"Jul 29, 2020",329
"Jul 30, 2020",329
"Jul 31, 2020",329
"Aug 1, 2020",329
"Aug 2, 2020",329
"Aug 3, 2020",329
"Aug 4, 2020",331
"Aug 5, 2020",331
"Aug 6, 2020",331
"Aug 7, 2020",331
"Aug 8, 2020",331
"Aug 9, 2020",331
"Aug 10, 2020",333
"Aug 11, 2020",333
"Aug 12, 2020",333
"Aug 13, 2020",333
"Aug 14, 2020",333
"Aug 15, 2020",333
"Aug 16, 2020",333
"Aug 17, 2020",334
"Aug 18, 2020",334
"Aug 19, 2020",334
"Aug 20, 2020",334
"Aug 21, 2020",334
"Aug 22, 2020",334
"Aug 23, 2020",334
"Aug 24, 2020",335
"Aug 25, 2020",335
"Aug 26, 2020",335
"Aug 27, 2020",335
"Aug 28, 2020",335
"Aug 29, 2020",335
"Aug 30, 2020",335
"Aug 31, 2020",335
"Sep 1, 2020",335
"Sep 2, 2020",335
"Sep 3, 2020",335
"Sep 4, 2020",335
"Sep 5, 2020",335
"Sep 6, 2020",335
"Sep 7, 2020",336
"Sep 8, 2020",336
"Sep 9, 2020",337
"Sep 10, 2020",337
"Sep 11, 2020",337
"Sep 12, 2020",337
"Sep 13, 2020",337
"Sep 14, 2020",339
"Sep 15, 2020",339
"Sep 16, 2020",339
"Sep 17, 2020",339
"Sep 18, 2020",339
"Sep 19, 2020",339
"Sep 20, 2020",339
"Sep 21, 2020",341
"Sep 22, 2020",341
"Sep 23, 2020",343
"Sep 24, 2020",343
"Sep 25, 2020",343
"Sep 26, 2020",343
"Sep 27, 2020",343
"Sep 28, 2020",344
"Sep 29, 2020",344
"Sep 30, 2020",344
"Oct 1, 2020",344
"Oct 2, 2020",345
"Oct 3, 2020",345
"Oct 4, 2020",345
"Oct 5, 2020",346
"Oct 6, 2020",346
"Oct 7, 2020",346
"Oct 8, 2020",346
"Oct 9, 2020",346
"Oct 10, 2020",346
"Oct 11, 2020",346
"Oct 12, 2020",346
"Oct 13, 2020",346
"Oct 14, 2020",350
"Oct 15, 2020",350
"Oct 16, 2020",351
"Oct 17, 2020",351
"Oct 18, 2020",351
"Oct 19, 2020",351
"Oct 20, 2020",351
"Oct 21, 2020",351
"Oct 22, 2020",353
"Oct 23, 2020",353
"Oct 24, 2020",353
"Oct 25, 2020",353
"Oct 26, 2020",354
"Oct 27, 2020",354
"Oct 28, 2020",354
"Oct 29, 2020",354
"Oct 30, 2020",358
"Oct 31, 2020",358
"Nov 1, 2020",358
"Nov 2, 2020",359
"Nov 3, 2020",359
"Nov 4, 2020",361
"Nov 5, 2020",361
"Nov 6, 2020",362
"Nov 7, 2020",362
"Nov 8, 2020",362
"Nov 9, 2020",363
"Nov 10, 2020",363
"Nov 11, 2020",365
"Nov 12, 2020",365
"Nov 13, 2020",369
"Nov 14, 2020",369
"Nov 15, 2020",369
"Nov 16, 2020",371
"Nov 17, 2020",371
"Nov 18, 2020",374
"Nov 19, 2020",374
"Nov 20, 2020",375
"Nov 21, 2020",375
"Nov 22, 2020",375
"Nov 23, 2020",384
"Nov 24, 2020",384
"Nov 25, 2020",388
"Nov 26, 2020",388
"Nov 27, 2020",393
"Nov 28, 2020",393
"Nov 29, 2020",393
"Nov 30, 2020",399
"Dec 1, 2020",399
"Dec 2, 2020",408
"Dec 3, 2020",408
"Dec 4, 2020",415
"Dec 5, 2020",415
"Dec 6, 2020",415
"Dec 7, 2020",424
"Dec 8, 2020",425
"Dec 9, 2020",433
"Dec 10, 2020",442
"Dec 11, 2020",453
"Dec 12, 2020",453
"Dec 13, 2020",453
"Dec 14, 2020",461
"Dec 15, 2020",466
"Dec 16, 2020",472
"Dec 17, 2020",484
"Dec 18, 2020",489
"Dec 19, 2020",489
"Dec 20, 2020",489
"Dec 21, 2020",506
"Dec 22, 2020",511
"Dec 23, 2020",524
"Dec 24, 2020",524
"Dec 25, 2020",524
"Dec 26, 2020",524
"Dec 27, 2020",524
"Dec 28, 2020",546
"Dec 29, 2020",550
"Dec 30, 2020",556
"Dec 31, 2020",561
"Jan 1, 2021",561
"Jan 2, 2021",561
"Jan 3, 2021",561
"Jan 4, 2021",565
"Jan 5, 2021",576
