Month,Number of cases
"Aug 22, 2020",43325
"Aug 21, 2020",43325
"Aug 20, 2020",43260
"Aug 19, 2020",43094
Aug 18 2020,42993
"Aug 17, 2020",42653
"Aug 16, 2020",42532
"Aug 15, 2020",42210
"Aug 14, 2020",41847
"Aug 13, 2020",41725
"Aug 12, 2020",41572
"Aug 11, 2020",41404
"Aug 10, 2020",41212
"Aug 9, 2020",41003
"Aug 8, 2020",40533
"Aug 7, 2020",40097
"Aug 6, 2020",39642
"Aug 5, 2020",39075
"Aug 4, 2020",37812
"Aug 3, 2020",37812
"Aug 2, 2020",37014
"Aug 1, 2020",37014
"Jul 31, 2020",35501
"Jul 30, 2020",35142
"Jul 29, 2020",35142
"Jul 28, 2020",34406
"Jul 27, 2020",33624
"Jul 26, 2020",32969
"Jul 25, 2020",31851
"Jul 24, 2020",31057
"Jul 23, 2020",29672
"Jul 22, 2020",29672
"Jul 21, 2020",28989
"Jul 20, 2020",28430
"Jul 19, 2020",27667
"Jul 18, 2020",27060
"Jul 17, 2020",26572
"Jul 16, 2020",26125
"Jul 15, 2020",25430
"Jul 14, 2020",24988
"Jul 13, 2020",24988
"Jul 12, 2020",24518
"Jul 11, 2020",24248
"Jul 10, 2020",23834
"Jul 09, 2020",23463
"Jul 08, 2020",22822
"Jul 07, 2020",21968
"Jul 06, 2020",21077
"Jul 05, 2020",20085
"Jul 04, 2020",19388
"Jul 03, 2020",19388
"Jul 02, 2020",18134
"Jul 01, 2020",18134
"Jun 30, 2020",17741
"Jun 29, 2020",17351
"Jun 28, 2020",16742
"Jun 27,2020",16431
"Jun 26, 2020",15834
"Jun 25, 2020",15473
"Jun 24, 2020",15013
"Jun 23, 2020",14568
"Jun 22, 2020",14154
"Jun 21, 2020",14154
"Jun 20, 2020",13717
"Jun 19, 2020",13203
"Jun 18, 2020",12929
"Jun 17, 2020",12590
"Jun 16, 2020",12193
"Jun 15, 2020",11964
"Jun 14, 2020",11964
"Jun 13, 2020",11118
"Jun 12, 2020",10856
"Jun 11, 2020",10358
"Jun 10, 2020",10201
"Jun 09, 2020",10201
"Jun 08, 2020",9910
"Jun 07, 2020",9638
"Jun 06, 2020",9462
"Jun 05, 2020",9168
"Jun 04, 2020",8885
"Jun 03, 2020",8548
"Jun 02, 2020",8297
"Jun 01, 2020",8070
"May 31, 2020",8070
"May 30, 2020",7768
"May 29, 2020",7616
"May 28, 2020",7303
"May 27, 2020",7303
"May 26, 2020",7117
"May 25, 2020",6808
"May 24, 2020",6683
"May 23, 2020",6617
"May 22, 2020",6486
"May 21, 2020",6269
"May 20, 2020",6269
"May 19, 2020",6096
"May 18, 2020",5735
"May 17, 2020",5735
"May 16, 2020",5735
"May 15, 2020",5638
"May 14, 2020",5530
"May 13, 2020",5408
"May 12, 2020",5127
"May 11, 2020",4700
"May 10, 2020",4263
"May 09, 2020",4263
"May 08, 2020",4012
"May 07, 2020",3091
"May 06, 2020",3091
"May 05, 2020",2719
"May 04, 2020",2719
"May 03, 2020",2169
"May 02, 2020",2169
"May 01, 2020",2074
"Apr 30, 2020",2074
"Apr 29, 2020",1671
"Apr 28, 2020",1671
"Apr 27, 2020",1550
"Apr 26, 2020",1550
"Apr 25, 2020",1279
"Apr 24, 2020",1279
"Apr 23, 2020",1154
"Apr 22, 2020",1154
"Apr 21, 2020",1042
"Apr 20, 2020",1042
"Apr 19, 2020",1042
"Apr 18, 2020",834
"Apr 17, 2020",641
"Apr 16, 2020",641
"Apr 15, 2020",636
"Apr 14, 2020",636
"Apr 13, 2020",566
"Apr 12, 2020",566
"Apr 11, 2020",408
"Apr 10, 2020",378
"Apr 09, 2020",378
"Apr 08, 2020",313
"Apr 07, 2020",287
"Apr 06, 2020",214
"Apr 05, 2020",214
"Apr 04, 2020",205
"Apr 03, 2020",205
"Apr 02, 2020",204
"Apr 01, 2020",195
"Mar 31, 2020",161
"Mar 30, 2020",152
"Mar 29, 2020",152
"Mar 28, 2020",141
"Mar 27, 2020",137
"Mar 26, 2020",132
"Mar 25, 2020",93
"Mar 24, 2020",53
"Mar 23, 2020",27
"Mar 22, 2020",23
"Mar 21, 2020",19
"Mar 20, 2020",16
"Mar 19, 2020",11
"Mar 18, 2020",7
"Mar 17, 2020",7
"Mar 16, 2020",6
"Mar 15, 2020",6
"Mar 14, 2020",3
