Month,Number of new cases
"Jul 15, 2020",13
"Jul 14, 2020",4
"Jul 13, 2020",39
"Jul 12, 2020",18
"Jul 11, 2020",5
"Jul 10, 2020",9
"Jul 09, 2020",10
"Jul 08, 2020",16
"Jul 07, 2020",6
"Jul 06, 2020",11
"Jul 05, 2020",2
"Jul 04, 2020",5
"Jul 03, 2020",3
"Jul 02, 2020",3
"Jul 01, 2020",1
"Jun 30, 2020",2
"Jun 29, 2020",3
"Jun 28, 2020",1
"Jun 27, 2020",4
"Jun 26, 2020",2
"Jun 25, 2020",2
"Jun 24, 2020",1
"Jun 23, 2020",0
"Jun 22, 2020",2
"Jun 21, 2020",1
"Jun 20, 2020",10
"Jun 19, 2020",14
"Jun 18, 2020",4
"Jun 17, 2020",3
"Jun 16, 2020",15
"Jun 15, 2020",14
"Jun 14, 2020",2
"Jun 13, 2020",1
"Jun 12, 2020",6
"Jun 11, 2020",0
"Jun 10, 2020",0
"Jun 09, 2020",0
"Jun 08, 2020",0
"Jun 07, 2020",0
"Jun 06, 2020",0
"Jun 05, 2020",0
"Jun 04, 2020",0
"Jun 03, 2020",1
"Jun 02, 2020",2
"Jun 01, 2020",7
"May 31, 2020",1
"May 30, 2020",5
"May 29, 2020",3
"May 28, 2020",17
"May 27, 2020",0
"May 26, 2020",0
"May 25, 2020",0
"May 24, 2020",3
"May 23, 2020",0
"May 22, 2020",2
"May 21, 2020",1
"May 20, 2020",1
"May 19, 2020",1
"May 18, 2020",6
"May 17, 2020",0
"May 16, 2020",2
"May 15, 2020",3
"May 14, 2020",0
"May 13, 2020",0
"May 12, 2020",0
"May 11, 2020",0
"May 10, 2020",0
"May 09, 2020",2
"May 08, 2020",4
"May 07, 2020",1
"May 06, 2020",3
"May 05, 2020",4
"May 04, 2020",5
"May 03, 2020",4
"May 02, 2020",11
"May 01, 2020",4
"Apr 30, 2020",14
"Apr 29, 2020",5
"Apr 28, 2020",8
"Apr 27, 2020",18
"Apr 26, 2020",10
"Apr 25, 2020",17
"Apr 24, 2020",4
"Apr 23, 2020",9
"Apr 22, 2020",25
"Apr 21, 2020",17
"Apr 20, 2020",5
"Apr 19, 2020",15
"Apr 18, 2020",0
"Apr 17, 2020",42
"Apr 16, 2020",42
"Apr 15, 2020",33
"Apr 14, 2020",21
"Apr 13, 2020",19
"Apr 12, 2020",22
"Apr 11, 2020",14
"Apr 10, 2020",28
"Apr 09, 2020",15
"Apr 08, 2020",5
"Apr 07, 2020",27
"Apr 06, 2020",22
"Apr 05, 2020",21
"Apr 04, 2020",58
"Apr 03, 2020",40
"Apr 02, 2020",32
"Apr 01, 2020",29
"Mar 31, 2020",82
"Mar 30, 2020",0
"Mar 29, 2020",34
"Mar 28, 2020",51
"Mar 27, 2020",30
"Mar 26, 2020",24
"Mar 25, 2020",59
"Mar 24, 2020",25
"Mar 23, 2020",14
"Mar 22, 2020",15
"Mar 21, 2020",6
"Mar 20, 2020",15
"Mar 19, 2020",10
"Mar 18, 2020",5
"Mar 17, 2020",4
"Mar 16, 2020",2
"Mar 15, 2020",0
"Mar 14, 2020",2
"Mar 13, 2020",9
"Mar 12, 2020",0
"Mar 11, 2020",2
"Mar 10, 2020",3
"Mar 09, 2020",0
"Mar 08, 2020",1
"Mar 07, 2020",0
"Mar 06, 2020",0
"Mar 05, 2020",0
"Mar 04, 2020",1
