Month,Number of cases
"Apr 16, 2020",4427
"Apr 15, 2020",3699
"Apr 14, 2020",3252
"Apr 13, 2020",2918
"Apr 12, 2020",2532
"Apr 11, 2020",2299
"Apr 10, 2020",2108
"Apr 9, 2020",1910
"Apr 8, 2020",1623
"Apr 7, 2020",1481
"Apr 6, 2020",1375
"Apr 5, 2020",1309
"Apr 4, 2020",1189
"Apr 3, 2020",1114
"Apr 2, 2020",1049
"Apr 1, 2020",1000
"Mar 31, 2020",926
"Mar 30, 2020",879
"Mar 29, 2020",844
"Mar 28, 2020",802
"Mar 27, 2020",732
"Mar 26, 2020",683
"Mar 25, 2020",631
"Mar 24, 2020",558
"Mar 23, 2020",509
"Mar 22, 2020",455
"Mar 21, 2020",432
"Mar 20, 2020",385
"Mar 19, 2020",345
"Mar 18, 2020",313
"Mar 17, 2020",266
"Mar 16, 2020",243
"Mar 15, 2020",226
"Mar 14, 2020",212
"Mar 13, 2020",200
"Mar 12, 2020",187
"Mar 11, 2020",178
"Mar 10, 2020",166
"Mar 9, 2020",160
"Mar 8, 2020",150
"Mar 7, 2020",138
"Mar 6, 2020",130
"Mar 5, 2020",117
"Mar 4, 2020",112
"Mar 3, 2020",110
"Mar 2, 2020",108
"Mar 1, 2020",106
"Feb 29, 2020",102
"Feb 28, 2020",98
"Feb 27, 2020",96
"Feb 26, 2020",93
"Feb 25, 2020",91
"Feb 24, 2020",90
"Feb 23, 2020",89
"Feb 22, 2020",89
"Feb 21, 2020",86
"Feb 20, 2020",85
"Feb 19, 2020",84
"Feb 18, 2020",81
"Feb 17, 2020",77
"Feb 16, 2020",75
"Feb 15, 2020",72
"Feb 14, 2020",67
"Feb 13, 2020",58
"Feb 12, 2020",50
"Feb 11, 2020",47
"Feb 10, 2020",45
"Feb 9, 2020",43
"Feb 8, 2020",40
"Feb 7, 2020",33
"Feb 6, 2020",30
"Feb 5, 2020",28
"Feb 4, 2020",24
"Feb 3, 2020",18
"Feb 2, 2020",18
"Feb 1, 2020",18
"Jan 31, 2020",16
"Jan 30, 2020",13
"Jan 29, 2020",10
"Jan 28, 2020",7
"Jan 27, 2020",5
"Jan 26, 2020",4
"Jan 25, 2020",4
"Jan 24, 2020",3
"Jan 23, 2020",1
