Month,Number of cases
"Oct 6, 2020",683242
"Oct 5, 2020",682215
"Oct 4, 2020",681289
"Oct 3, 2020",679716
"Oct 2, 2020",677833
"Oct 1, 2020",676084
"Sep 30, 2020",674339
"Sep 29, 2020",672572
"Sep 28, 2020",671669
"Sep 27, 2020",670766
"Sep 26, 2020",669498
"Sep 25, 2020",668529
"Sep 24, 2020",667049
"Sep 23, 2020",665188
"Sep 22, 2020",663282
"Sep 21, 2020",661936
"Sep 20, 2020",661211
"Sep 19, 2020",659656
"Sep 18, 2020",657627
"Sep 17, 2020",655572
"Sep 16, 2020",653444
"Sep 15, 2020",651521
"Sep 14, 2020",650749
"Sep 13, 2020",649793
"Sep 12, 2020",648214
"Sep 11, 2020",646398
"Sep 10, 2020",644438
"Sep 9, 2020",642431
Sep 8. 2020,640441
Sep 7. 2020,639362
"Sep 6, 2020",638517
"Sep 5, 2020",636884
"Sep 4, 2020",635078
"Sep 3, 2020",633015
"Sep 2, 2020",630595
Sep 1. 2020,628259
Aug 31. 2020,627041
"Aug 30, 2020",625056
"Aug 29, 2020",622551
"Aug 28, 2020",620132
"Aug 27, 2020",618286
"Aug 26, 2020",615701
"Aug 25, 2020",613017
"Aug 24, 2020",611450
"Aug 23, 2020",609773
"Aug 22, 2020",607045
"Aug 21, 2020",603338
"Aug 20, 2020",599940
"Aug 19, 2020",596060
"Aug 18, 2020",592144
"Aug 17, 2020",589886
"Aug 16, 2020",587345
"Aug 15, 2020",583653
"Aug 14, 2020",579140
"Aug 13, 2020",572865
"Aug 12, 2020",568919
"Aug 11, 2020",566109
"Aug 10, 2020",563598
"Aug 9, 2020",559859
"Aug 8, 2020",553188
"Aug 7, 2020",545476
"Aug 6, 2020",538184
"Aug 5, 2020",529877
"Aug 4, 2020",521318
"Aug 3, 2020",516862
"Aug 2, 2020",511485
"Aug 1, 2020",503290
"Jul 31, 2020",493183
"Jul 30, 2020",482169
"Jul 29, 2020",471123
"Jul 28, 2020",459761
"Jul 27, 2020",452529
"Jul 26, 2020",445433
"Jul 25, 2020",434200
"Jul 24, 2020",421996
"Jul 23, 2020",408052
"Jul 22, 2020",394948
"Jul 21, 2020",381798
Jul 20. 2020,373628
"Jul 19, 2020",364328
"Jul 18, 2020",350879
"Jul 17, 2020",337594
"Jul 16, 2020",324221
"Jul 15, 2020",311049
"Jul 14, 2020",298282
"Jul 13, 2020",287796
"Jul 12, 2020",276242
"Jul 11, 2020",264184
"Jul 10, 2020",250687
"Jul 09, 2020",238339
"Jul 08, 2020",224665
"Jul 07, 2020",215855
"Jul 06, 2020",205721
"Jul 05, 2020",196750
"Jul 04, 2020",187977
"Jul 03, 2020",177124
"Jul 02, 2020",168061
"Jul 01, 2020",159333
"Jun 30, 2020",151290
"Jun 29, 2020",144264
"Jun 28, 2020",138134
"Jun 27, 2020",131800
"Jun 26, 2020",124590
"Jun 25, 2020",118375
"Jun 24, 2020",111796
"Jun 23, 2020",106108
"Jun 22, 2020",101590
"Jun 21, 2020",97302
"Jun 20, 2020",92681
"Jun 19, 2020",87715
"Jun 18, 2020",83890
"Jun 17, 2020",80412
"Jun 16, 2020",76334
"Jun 15, 2020",73533
"Jun 14, 2020",70038
"Jun 13, 2020",65736
"Jun 12, 2020",61927
"Jun 11, 2020",58568
"Jun 10, 2020",55421
"Jun 09, 2020",52991
"Jun 08, 2020",50879
"Jun 07, 2020",48285
"Jun 06, 2020",45973
"Jun 05, 2020",43434
"Jun 04, 2020",40792
"Jun 03, 2020",37525
"Jun 02, 2020",35812
"Jun 01, 2020",34357
"May 31, 2020",32683
"May 30, 2020",30967
"May 29, 2020",29240
"May 28, 2020",27403
"May 27, 2020",25937
"May 26, 2020",24264
"May 25, 2020",23615
"May 24, 2020",22583
"May 23, 2020",21343
"May 22, 2020",20125
"May 21, 2020",19137
"May 20, 2020",18003
"May 19, 2020",17200
"May 18, 2020",16433
"May 17, 2020",15515
"May 16, 2020",14355
"May 15, 2020",13524
"May 14, 2020",12739
"May 13, 2020",12074
"May 12, 2020",11350
"May 11, 2020",10652
"May 10, 2020",10015
"May 09, 2020",9420
"May 08, 2020",8895
"May 07, 2020",8232
"May 06, 2020",7808
"May 05, 2020",7572
"May 04, 2020",7220
"May 03, 2020",6783
"May 02, 2020",6336
"May 01, 2020",5951
"Apr 30, 2020",5647
"Apr 29, 2020",5350
"Apr 28, 2020",4996
"Apr 27, 2020",4793
"Apr 26, 2020",4546
"Apr 25, 2020",4361
"Apr 24, 2020",4220
"Apr 23, 2020",3953
"Apr 22, 2020",3635
"Apr 21, 2020",3465
"Apr 20, 2020",3300
"Apr 19, 2020",3158
"Apr 18, 2020",3034
"Apr 17, 2020",2783
"Apr 16, 2020",2605
"Apr 15, 2020",2506
"Apr 14, 2020",2415
"Apr 13, 2020",2272
"Apr 12, 2020",2173
"Apr 11, 2020",2028
"Apr 10, 2020",2003
"Apr 09, 2020",1934
"Apr 08, 2020",1845
"Apr 07, 2020",1749
"Apr 06, 2020",1686
"Apr 05, 2020",1655
"Apr 04, 2020",1585
"Apr 03, 2020",1505
"Apr 02, 2020",1462
"Apr 01, 2020",1380
"Mar 31, 2020",1353
"Mar 30, 2020",1326
"Mar 29, 2020",1280
"Mar 28, 2020",1187
"Mar 27, 2020",1170
"Mar 26, 2020",927
"Mar 25, 2020",709
"Mar 24, 2020",554
"Mar 23, 2020",402
"Mar 22, 2020",274
"Mar 21, 2020",240
"Mar 20, 2020",202
"Mar 19, 2020",150
"Mar 18, 2020",116
"Mar 17, 2020",62
"Mar 16, 2020",62
"Mar 15, 2020",51
"Mar 14, 2020",38
"Mar 13, 2020",24
"Mar 12, 2020",17
"Mar 11, 2020",13
"Mar 10, 2020",7
"Mar 09, 2020",3
"Mar 08, 2020",3
"Mar 07, 2020",1
"Mar 06, 2020",1
"Mar 05, 2020",1
