Month,Number of cases
"Jul 29, 2020",736
"Jul 28, 2020",782
"Jul 27, 2020",655
"Jul 26, 2020",1118
"Jul 25, 2020",794
"Jul 24, 2020",1385
"Jul 23, 2020",0
"Jul 22, 2020",683
"Jul 21, 2020",559
Jul 20. 2020,763
"Jul 19, 2020",607
"Jul 18, 2020",488
"Jul 17, 2020",447
"Jul 16, 2020",695
"Jul 15, 2020",442
"Jul 14, 2020",0
"Jul 13, 2020",470
"Jul 12, 2020",270
"Jul 11, 2020",414
"Jul 10, 2020",371
"Jul 09, 2020",641
"Jul 08, 2020",854
"Jul 07, 2020",891
"Jul 06, 2020",992
"Jul 05, 2020",697
"Jul 04, 2020",0
"Jul 03, 2020",1254
"Jul 02, 2020",0
"Jul 01, 2020",393
"Jun 30, 2020",390
"Jun 29, 2020",609
"Jun 28, 2020",311
"Jun 27, 2020",597
"Jun 26, 2020",361
"Jun 25, 2020",460
"Jun 24, 2020",445
"Jun 23, 2020",414
"Jun 22, 2020",0
"Jun 21, 2020",437
"Jun 20, 2020",514
"Jun 19, 2020",274
"Jun 18, 2020",339
"Jun 17, 2020",397
"Jun 16, 2020",229
"Jun 15, 2020",0
"Jun 14, 2020",846
"Jun 13, 2020",262
"Jun 12, 2020",498
"Jun 11, 2020",157
"Jun 10, 2020",0
"Jun 09, 2020",291
"Jun 08, 2020",272
"Jun 07, 2020",176
"Jun 06, 2020",294
"Jun 05, 2020",283
"Jun 04, 2020",337
"Jun 03, 2020",251
"Jun 02, 2020",227
"Jun 01, 2020",0
"May 31, 2020",302
"May 30, 2020",152
"May 29, 2020",313
"May 28, 2020",0
"May 27, 2020",186
"May 26, 2020",309
"May 25, 2020",125
"May 24, 2020",66
"May 23, 2020",131
"May 22, 2020",217
"May 21, 2020",0
"May 20, 2020",173
"May 19, 2020",361
"May 18, 2020",0
"May 17, 2020",0
"May 16, 2020",97
"May 15, 2020",108
"May 14, 2020",122
"May 13, 2020",281
"May 12, 2020",427
"May 11, 2020",437
"May 10, 2020",0
"May 09, 2020",251
"May 08, 2020",921
"May 07, 2020",0
"May 06, 2020",372
"May 05, 2020",0
"May 04, 2020",550
"May 03, 2020",0
"May 02, 2020",95
"May 01, 2020",0
"Apr 30, 2020",403
"Apr 29, 2020",0
"Apr 28, 2020",121
"Apr 27, 2020",0
"Apr 26, 2020",271
"Apr 25, 2020",0
"Apr 24, 2020",125
"Apr 23, 2020",0
"Apr 22, 2020",112
"Apr 21, 2020",0
"Apr 20, 2020",0
"Apr 19, 2020",208
"Apr 18, 2020",193
"Apr 17, 2020",0
"Apr 16, 2020",5
"Apr 15, 2020",0
"Apr 14, 2020",70
"Apr 13, 2020",0
"Apr 12, 2020",158
"Apr 11, 2020",30
"Apr 10, 2020",0
"Apr 09, 2020",65
"Apr 08, 2020",26
"Apr 07, 2020",73
"Apr 06, 2020",0
"Apr 05, 2020",9
"Apr 04, 2020",0
"Apr 03, 2020",1
"Apr 02, 2020",9
"Apr 01, 2020",34
"Mar 31, 2020",9
"Mar 30, 2020",0
"Mar 29, 2020",11
"Mar 28, 2020",4
"Mar 27, 2020",5
"Mar 26, 2020",39
"Mar 25, 2020",40
"Mar 24, 2020",26
"Mar 23, 2020",4
"Mar 22, 2020",4
"Mar 21, 2020",3
"Mar 20, 2020",5
"Mar 19, 2020",4
"Mar 18, 2020",0
"Mar 17, 2020",1
"Mar 16, 2020",0
"Mar 15, 2020",3
"Mar 14, 2020",3
