Month,Number of cases
"Mar 31, 2020",1799
"Mar 30, 2020",1674
"Mar 29, 2020",1545
"Mar 28, 2020",1475
"Mar 27, 2020",1398
"Mar 26, 2020",1303
"Mar 25, 2020",1189
"Mar 24, 2020",1085
"Mar 23, 2020",986
"Mar 22, 2020",902
"Mar 21, 2020",824
"Mar 20, 2020",737
"Mar 19, 2020",650
"Mar 18, 2020",550
"Mar 17, 2020",460
"Mar 16, 2020",413
"Mar 15, 2020",361
"Mar 14, 2020",308
"Mar 13, 2020",279
"Mar 12, 2020",251
"Mar 11, 2020",191
"Mar 10, 2020",115
"Mar 9, 2020",61
"Mar 8, 2020",44
"Mar 7, 2020",35
"Mar 6, 2020",28
"Mar 5, 2020",21
"Mar 4, 2020",20
"Mar 3, 2020",14
"Mar 2, 2020",10
"Mar 1, 2020",10
"Feb 29, 2020",9
"Feb 28, 2020",8
"Feb 27, 2020",5
"Feb 26, 2020",4
"Feb 25, 2020",2
"Feb 24, 2020",1
"Feb 23, 2020",1
"Feb 22, 2020",1
"Feb 21, 2020",1
"Feb 20, 2020",1
"Feb 19, 2020",1
"Feb 18, 2020",1
"Feb 17, 2020",1
"Feb 16, 2020",1
"Feb 15, 2020",1
"Feb 14, 2020",1
"Feb 13, 2020",1
"Feb 12, 2020",1
"Feb 11, 2020",1
"Feb 10, 2020",1
"Feb 9, 2020",1
"Feb 8, 2020",1
"Feb 7, 2020",1
"Feb 6, 2020",1
"Feb 5, 2020",1
"Feb 4, 2020",1
"Feb 3, 2020",1
"Feb 2, 2020",1
"Feb 1, 2020",1
"Jan 31, 2020",1
"Jan 30, 2020",1
"Jan 29, 2020",1
