Month,Number of cases
"Jun 10, 2020",38284
"Jun 09, 2020",36829
"Jun 08, 2020",35444
"Jun 07, 2020",34079
"Jun 06, 2020",32612
"Jun 05, 2020",31115
"Jun 04, 2020",29767
"Jun 03, 2020",28615
"Jun 02, 2020",27536
"Jun 01, 2020",26384
"May 31, 2020",24985
"May 30, 2020",23449
"May 29, 2020",22082
"May 28, 2020",20793
"May 27, 2020",19666
"May 26, 2020",18756
"May 25, 2020",17967
"May 24, 2020",17265
"May 23, 2020",16513
"May 22, 2020",15786
"May 21, 2020",15003
"May 20, 2020",14229
"May 19, 2020",13484
"May 18, 2020",12764
"May 17, 2020",12229
"May 16, 2020",11719
"May 15, 2020",11228
"May 14, 2020",10829
"May 13, 2020",10431
"May 12, 2020",10093
"May 11, 2020",9746
"May 10, 2020",9400
"May 09, 2020",8964
"May 08, 2020",8476
"May 07, 2020",7981
"May 06, 2020",7588
"May 05, 2020",7201
"May 04, 2020",6813
"May 03, 2020",6465
"May 02, 2020",6193
"May 01, 2020",5895
"Apr 30, 2020",5537
"Apr 29, 2020",5268
"Apr 28, 2020",5042
"Apr 27, 2020",4782
"Apr 26, 2020",4534
"Apr 25, 2020",4319
"Apr 24, 2020",4092
"Apr 23, 2020",3891
"Apr 22, 2020",3659
"Apr 21, 2020",3490
"Apr 20, 2020",3333
"Apr 19, 2020",3144
"Apr 18, 2020",3032
"Apr 17, 2020",2844
"Apr 16, 2020",2673
"Apr 15, 2020",2505
"Apr 14, 2020",2350
"Apr 13, 2020",2190
"Apr 12, 2020",2065
"Apr 11, 2020",1939
"Apr 10, 2020",1794
"Apr 09, 2020",1699
"Apr 08, 2020",1560
"Apr 07, 2020",1450
"Apr 06, 2020",1322
"Apr 05, 2020",1173
"Apr 04, 2020",1070
"Apr 03, 2020",985
"Apr 02, 2020",865
"Apr 01, 2020",779
"Mar 31, 2020",710
"Mar 30, 2020",656
"Mar 29, 2020",609
"Mar 28, 2020",576
"Mar 27, 2020",536
"Mar 26, 2020",495
"Mar 25, 2020",456
"Mar 24, 2020",402
"Mar 23, 2020",366
"Mar 22, 2020",327
"Mar 21, 2020",294
"Mar 20, 2020",285
"Mar 19, 2020",256
"Mar 18, 2020",196
"Mar 17, 2020",196
"Mar 16, 2020",150
"Mar 15, 2020",110
"Mar 14, 2020",109
"Mar 13, 2020",80
"Mar 12, 2020",67
"Mar 11, 2020",60
"Mar 10, 2020",59
"Mar 09, 2020",55
"Mar 08, 2020",49
"Mar 07, 2020",15
"Mar 06, 2020",15
"Mar 05, 2020",3
"Mar 04, 2020",2
"Mar 03, 2020",2
"Mar 02, 2020",2
"Mar 01, 2020",2
"Feb 29, 2020",1
"Feb 28, 2020",1
"Feb 27, 2020",1
"Feb 26, 2020",1
"Feb 25, 2020",1
"Feb 24, 2020",1
"Feb 23, 2020",1
"Feb 22, 2020",1
"Feb 21, 2020",1
"Feb 20, 2020",1
"Feb 19, 2020",1
"Feb 18, 2020",1
"Feb 17, 2020",1
"Feb 16, 2020",1
"Feb 15, 2020",1
"Feb 14, 2020",1
