Month,Number of cases
"Oct 14, 2020",128
"Oct 13, 2020",139
"Oct 12, 2020",132
"Oct 11, 2020",129
"Oct 10, 2020",125
"Oct 9, 2020",106
"Oct 8, 2020",121
"Oct 7, 2020",133
"Oct 6, 2020",121
"Oct 5, 2020",98
"Oct 4, 2020",109
"Oct 3, 2020",108
"Oct 2, 2020",149
"Oct 1, 2020",119
"Sep 30, 2020",119
"Sep 29, 2020",124
"Sep 28, 2020",115
"Sep 27, 2020",104
"Sep 26, 2020",111
"Sep 25, 2020",112
"Sep 24, 2020",138
"Sep 23, 2020",121
"Sep 22, 2020",113
"Sep 21, 2020",126
"Sep 20, 2020",115
"Sep 19, 2020",128
"Sep 18, 2020",131
"Sep 17, 2020",141
"Sep 16, 2020",160
"Sep 15, 2020",163
"Sep 14, 2020",168
"Sep 13, 2020",153
"Sep 12, 2020",148
"Sep 11, 2020",151
"Sep 10, 2020",154
"Sep 9, 2020",175
"Sep 8, 2020",187
"Sep 7, 2020",178
"Sep 6, 2020",151
"Sep 5, 2020",130
"Sep 4, 2020",157
"Sep 3, 2020",145
"Sep 2, 2020",165
"Sep 1, 2020",176
"Aug 31, 2020",212
"Aug 30, 2020",230
"Aug 29, 2020",212
"Aug 28, 2020",223
"Aug 27, 2020",237
"Aug 26, 2020",206
"Aug 25, 2020",141
"Aug 24, 2020",138
"Aug 23, 2020",103
"Aug 22, 2020",89
"Aug 21, 2020",123
"Aug 20, 2020",111
"Aug 19, 2020",161
"Aug 18, 2020",163
"Aug 17, 2020",115
"Aug 16, 2020",139
"Aug 15, 2020",116
"Aug 14, 2020",112
"Aug 13, 2020",145
"Aug 12, 2020",129
"Aug 11, 2020",168
"Aug 10, 2020",174
"Aug 9, 2020",178
"Aug 8, 2020",167
"Aug 7, 2020",141
"Aug 6, 2020",131
"Aug 5, 2020",123
"Aug 4, 2020",112
"Aug 3, 2020",157
"Aug 2, 2020",167
"Aug 1, 2020",238
"Jul 31, 2020",321
"Jul 30, 2020",401
"Jul 29, 2020",409
"Jul 28, 2020",465
"Jul 27, 2020",420
"Jul 26, 2020",479
"Jul 25, 2020",511
"Jul 24, 2020",659
"Jul 23, 2020",668
"Jul 22, 2020",667
"Jul 21, 2020",676
Jul 20. 2020,627
"Jul 19, 2020",603
"Jul 18, 2020",698
"Jul 17, 2020",703
"Jul 16, 2020",928
"Jul 15, 2020",913
"Jul 14, 2020",929
"Jul 13, 2020",931
"Jul 12, 2020",912
"Jul 11, 2020",923
"Jul 10, 2020",981
"Jul 09, 2020",950
"Jul 08, 2020",1025
"Jul 07, 2020",1057
"Jul 06, 2020",969
"Jul 05, 2020",1218
"Jul 04, 2020",1324
"Jul 03, 2020",1412
"Jul 02, 2020",1485
"Jul 01, 2020",1503
"Jun 30, 2020",1557
"Jun 29, 2020",1566
"Jun 28, 2020",1265
"Jun 27, 2020",1168
"Jun 26, 2020",1625
"Jun 25, 2020",1569
"Jun 24, 2020",1420
"Jun 23, 2020",1332
"Jun 22, 2020",1576
"Jun 21, 2020",1475
"Jun 20, 2020",1547
"Jun 19, 2020",1774
"Jun 18, 2020",1218
"Jun 17, 2020",1363
"Jun 16, 2020",1567
"Jun 15, 2020",1691
"Jun 14, 2020",1618
"Jun 13, 2020",1677
"Jun 12, 2020",1577
"Jun 11, 2020",1442
"Jun 10, 2020",1455
"Jun 09, 2020",1385
"Jun 08, 2020",1365
"Jun 07, 2020",1467
"Jun 06, 2020",1497
"Jun 05, 2020",1348
"Jun 04, 2020",1152
"Jun 03, 2020",1079
"Jun 02, 2020",1152
"Jun 01, 2020",1399
"May 31, 2020",1536
"May 30, 2020",1367
"May 29, 2020",1289
"May 28, 2020",1127
"May 27, 2020",910
"May 26, 2020",789
"May 25, 2020",702
"May 24, 2020",752
"May 23, 2020",727
"May 22, 2020",783
"May 21, 2020",774
"May 20, 2020",745
"May 19, 2020",720
"May 18, 2020",535
"May 17, 2020",510
"May 16, 2020",491
"May 15, 2020",399
"May 14, 2020",398
"May 13, 2020",338
"May 12, 2020",347
"May 11, 2020",346
"May 10, 2020",436
"May 09, 2020",488
"May 08, 2020",495
"May 07, 2020",393
"May 06, 2020",387
"May 05, 2020",388
"May 04, 2020",348
"May 03, 2020",272
"May 02, 2020",298
"May 01, 2020",358
"Apr 30, 2020",269
"Apr 29, 2020",226
"Apr 28, 2020",260
"Apr 27, 2020",248
"Apr 26, 2020",215
"Apr 25, 2020",227
"Apr 24, 2020",201
"Apr 23, 2020",232
"Apr 22, 2020",169
"Apr 21, 2020",157
"Apr 20, 2020",189
"Apr 19, 2020",112
"Apr 18, 2020",188
"Apr 17, 2020",171
"Apr 16, 2020",168
"Apr 15, 2020",155
"Apr 14, 2020",160
"Apr 13, 2020",125
"Apr 12, 2020",126
"Apr 11, 2020",145
"Apr 10, 2020",95
"Apr 09, 2020",139
"Apr 08, 2020",110
"Apr 07, 2020",128
"Apr 06, 2020",149
"Apr 05, 2020",103
"Apr 04, 2020",85
"Apr 03, 2020",120
"Apr 02, 2020",86
"Apr 01, 2020",69
"Mar 31, 2020",54
"Mar 30, 2020",47
"Mar 29, 2020",33
"Mar 28, 2020",40
"Mar 27, 2020",41
"Mar 26, 2020",39
"Mar 25, 2020",54
"Mar 24, 2020",36
"Mar 23, 2020",39
"Mar 22, 2020",33
"Mar 21, 2020",9
"Mar 20, 2020",29
"Mar 19, 2020",60
"Mar 18, 2020",0
"Mar 17, 2020",46
"Mar 16, 2020",40
"Mar 15, 2020",1
"Mar 14, 2020",29
"Mar 13, 2020",13
"Mar 12, 2020",7
"Mar 11, 2020",1
"Mar 10, 2020",4
"Mar 09, 2020",6
"Mar 08, 2020",34
"Mar 07, 2020",0
"Mar 06, 2020",12
"Mar 05, 2020",1
"Mar 04, 2020",0
"Mar 03, 2020",0
"Mar 02, 2020",0
"Mar 01, 2020",1
"Feb 29, 2020",0
"Feb 28, 2020",0
"Feb 27, 2020",0
"Feb 26, 2020",0
"Feb 25, 2020",0
"Feb 24, 2020",0
"Feb 23, 2020",0
"Feb 22, 2020",0
"Feb 21, 2020",0
"Feb 20, 2020",0
"Feb 19, 2020",0
"Feb 18, 2020",0
"Feb 17, 2020",0
"Feb 16, 2020",0
"Feb 15, 2020",0
"Feb 14, 2020",1
