id,old_id,title,imgPath,caption,URL,dataPath,chartType,complexity,topic,bboxesPath
18,two_col-25,Average audience for network TV morning news,imgs/18.png,"Average audience for morning news programs from ABC, CBS and NBC declined over the past year, down 4% in 2018, to about 3.2 million from 3.3 million.",https://www.journalism.org/fact-sheet/network-news/,data/18.txt,line,simple,Journalism & Media,bboxes/18.json
19,two_col-26,Average audience for network TV Sunday morning political talk shows,imgs/19.png,"Average audience for the network TV Sunday morning political talk shows on ABC, CBS, Fox and NBC – This Week, Face the Nation, Fox News Sunday and Meet the Press, respectively – declined 8% in 2018, to about 2.3 million average viewers.",https://www.journalism.org/fact-sheet/network-news/,data/19.txt,line,simple,Journalism & Media,bboxes/19.json
20,two_col-27,Average audience for network TV newsmagazines,imgs/20.png,"The average audience for the four newsmagazine shows aired by the networks – ABC’s 20/20, CBS’s 60 Minutes and 48 Hours, and NBC’s Dateline – declined in 2018, down 8% from 2017.",https://www.journalism.org/fact-sheet/network-news/,data/20.txt,line,simple,Journalism & Media,bboxes/20.json
21,two_col-28,Advertiser expenditure for evening network news,imgs/21.png,"Combined advertiser expenditures for the evening broadcast news programs, ABC’s World News Tonight, CBS Evening News and NBC Nightly News, were $518 million in 2018, a decline of 6% compared with 2017, according to estimates from Kantar Media. (This data reflects the amount of money paid by advertisers, rather than the amount of revenue actually earned by networks.)",https://www.journalism.org/fact-sheet/network-news/,data/21.txt,line,simple,Journalism & Media,bboxes/21.json
22,two_col-29,Advertiser expenditure for morning network news,imgs/22.png,"The three networks’ advertiser expenditures for the morning news programs saw a slight increase in 2018, increasing 3% to $1.13 billion from $1.09 billion.",https://www.journalism.org/fact-sheet/network-news/,data/22.txt,line,simple,Journalism & Media,bboxes/22.json
23,two_col-30,Retransmission fee revenue for U.S. local TV stations,imgs/23.png,"Revenue from retransmission fees – the fees paid by cable and satellite systems to carry local channels – has been increasing rapidly in the past decade, according to estimates from Kagan, a media research group in S&P Global Market Intelligence. In 2018, retransmission revenue reached almost $10.2 billion, up from $9.4 billion in 2017; Kagan projects that this figure will reach $12.2 billion by 2023.",https://www.journalism.org/fact-sheet/local-tv-news/,data/23.txt,line,simple,Journalism & Media,bboxes/23.json
24,two_col-31,Political advertising revenue at local TV companies,imgs/24.png,"Six major publicly held local TV station companies – Tribune, Nexstar, Sinclair, Tegna, Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings. In 2018, the six companies reported a total of $1.2 billion in political advertising revenue, compared with $843 million in 2016 and $696 million in 2014, the two most recent election years. (Data points for 2012 to 2016 also include Media General, which was purchased by Nexstar in 2017.)",https://www.journalism.org/fact-sheet/local-tv-news/,data/24.txt,line,simple,Journalism & Media,bboxes/24.json
25,two_col-32,Number of hours dedicated to local TV news,imgs/25.png,"The average amount of weekday local TV news programming was increased slightly in 2018, according to the RTDNA/Hofstra University survey. Local TV stations dedicated an average of 5.9 hours to news programming per weekday in 2018, up slightly from 5.6 hours in 2017.",https://www.journalism.org/fact-sheet/local-tv-news/,data/25.txt,line,simple,Journalism & Media,bboxes/25.json
26,two_col-33,Mergers and acquisitions of local TV stations,imgs/26.png,"In 2018, 144 local TV stations changed hands at a cost of $8.8 billion, as annually reported by BIA Advisory Services. This is up from $4.7 billion across 107 stations that experienced changes in ownership in 2017.)",https://www.journalism.org/fact-sheet/local-tv-news/,data/26.txt,line,simple,Journalism & Media,bboxes/26.json
27,two_col-34,Smartphone dependency over time,imgs/27.png,"A growing share of Americans now use smartphones as their primary means of online access at home. Today roughly one-in-five American adults are “smartphone-only” internet users – meaning they own a smartphone, but do not have traditional home broadband service.",https://www.pewresearch.org/internet/fact-sheet/mobile/,data/27.txt,line,simple,Internet & Technology,bboxes/27.json
28,two_col-35,Internet use over time,imgs/28.png,"When Pew Research Center began systematically tracking Americans’ internet usage in early 2000, about half of all adults were already online. Today, nine-in-ten American adults use the internet.",https://www.pewresearch.org/internet/fact-sheet/internet-broadband/,data/28.txt,line,simple,Internet & Technology,bboxes/28.json
29,two_col-36,Home broadband use over time,imgs/29.png,"The proportion of American adults with high-speed broadband service at home increased rapidly between 2000 and 2010. In recent years, however, broadband adoption growth has been much more sporadic. Today, roughly three-quarters of American adults have broadband internet service at home.",https://www.pewresearch.org/internet/fact-sheet/internet-broadband/,data/29.txt,line,simple,Internet & Technology,bboxes/29.json
30,two_col-37,Smartphone dependency over time,imgs/30.png,"A growing share of Americans now use smartphones as their primary means of online access at home. Today, roughly one-in-five American adults are “smartphone-only” internet users – meaning they own a smartphone, but do not have traditional home broadband service.",https://www.pewresearch.org/internet/fact-sheet/internet-broadband/,data/30.txt,line,simple,Internet & Technology,bboxes/30.json
31,two_col-38,Social media use over time,imgs/31.png,"When Pew Research Center began tracking social media adoption in 2005, just 5% of American adults used at least one of these platforms. By 2011 that share had risen to half of all Americans, and today 72% of the public uses some type of social media.",https://www.pewresearch.org/internet/fact-sheet/social-media/,data/31.txt,line,simple,Internet & Technology,bboxes/31.json
32,two_col-39,"Black U.S. House members, 1965-2019",imgs/32.png,"Data from the past 50 years reveal the upward yet uneven trajectory of black political leadership in America. In 1965, there were no blacks in the U.S. Senate, nor were there any black governors. And only six members of the House of Representatives were black. As of 2019, there is greater representation in some areas – 52 House members are black, putting the share of black House members (12%) on par with the share of blacks in the U.S. population overall for the first time in history. But in other areas, there has been little change (there are three black senators and no black governors).
The current 116th Congress includes 52 black representatives, a record high and a large increase since 1965. (Rep. Adriano Espaillat, a New York Democrat and the first Dominican American elected to Congress, self-identifies as a Latino of African descent. The “Biographical Directory of the United States Congress,” on which this analysis is based, does not count Espaillat among the black members of Congress.) Only one of these 52 representatives – Will Hurd of Texas – is a Republican. Two nonvoting delegates, representing the District of Columbia and the U.S. Virgin Islands, are black. Only six representatives were black in 1965, and all were Democrats.",https://www.pewresearch.org/fact-tank/2019/01/18/blacks-have-made-gains-in-u-s-political-leadership-but-gaps-remain/,data/32.txt,line,simple,Social & Demographic Trends,bboxes/32.json
33,two_col-40,Black U.S. Cabinet members,imgs/33.png,"The share of blacks serving in a presidential Cabinet was at or above parity with the population during the Clinton and George W. Bush administrations. But there was only one black Cabinet secretary during Obama’s first term, and the same is true so far in Donald Trump’s administration.
The highest level of black representation in a presidential Cabinet occurred during Bill Clinton’s first term, when four out of 15 Cabinet appointees were black. Throughout the rest of Clinton’s administration and George W. Bush’s two terms, the share remained high relative to the share of blacks in the U.S. population overall. When Obama took office, he appointed only one Cabinet member who was black – Attorney General Eric Holder. During Obama’s second term, there were four black Cabinet appointees. The only black Cabinet member to have been appointed by Trump so far in his presidency is Ben Carson, secretary of Housing and Urban Development.",https://www.pewresearch.org/fact-tank/2019/01/18/blacks-have-made-gains-in-u-s-political-leadership-but-gaps-remain/,data/33.txt,bar,simple,Social & Demographic Trends,bboxes/33.json
34,two_col-41,U.S. Senate,imgs/34.png,"There are 25 women serving in the U.S. Senate, a historic high. Of these, 17 are Democrats and eight are Republicans. The first woman in the Senate was Rebecca Felton (D-Ga.), who was appointed to the seat as a political maneuver in 1922 and served just one day. Nancy Kassebaum (R-Kan.), who served in the Senate from 1978 to 1997, was the first female senator who was not initially elected to fill an unexpired congressional term.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/34.txt,area,simple,Social & Demographic Trends,bboxes/34.json
35,two_col-42,U.S. House,imgs/35.png,"There are 102 women serving as voting members of the House of Representatives currently in the 116th Congress, comprising 23.4% of House members. Of these, 89 are Democrats and 13 are Republicans. In addition, four women serve as nonvoting delegates to Congress, representing American Samoa, the District of Columbia, Puerto Rico and the U.S. Virgin Islands. Jeannette Rankin (R-Mont.) was the first woman to be elected to Congress, taking office in 1917. Nancy Pelosi (D-Calif.) is the only woman to have served as speaker of the House. She was speaker from 2007 to 2011, served as the House minority leader in the Republican-controlled house from 2011 to 2019 and was elected speaker again in 2019. Cathy McMorris Rodgers (R-Wash.), chair of the Republican Conference, is the highest ranking Republican woman in the House.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/35.txt,area,simple,Social & Demographic Trends,bboxes/35.json
36,two_col-43,State legislatures,imgs/36.png,"Women make up 25.5% of state senate seats and 29.7% of state house or assembly seats. Thirteen women serve in one of the top leadership posts in state senates, and an additional six are speakers of state houses. In 2019, Nevada became the first state with a majority-women state legislature at 50.8%. West Virginia has the smallest share, at 14.2%. The first women to serve in a state legislature were three Republicans elected to the Colorado House of Representatives in 1984.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/36.txt,area,simple,Social & Demographic Trends,bboxes/36.json
37,two_col-44,Governors,imgs/37.png,"To date, 44 women have served as governors in 30 states. In 2019, six Democratic and three Republican women are serving as governors. Nellie Tayloe Ross of Wyoming, a Democrat, was the first female governor; she was elected in a special election in 1924 to succeed her deceased husband. Ella Grasso, a Connecticut Democrat, was the first female governor elected in her own right, in 1975.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/37.txt,bar,simple,Social & Demographic Trends,bboxes/37.json
38,two_col-45,Cabinet-level positions,imgs/38.png,"The share of women concurrently serving in Cabinet-level positions peaked during President Bill Clinton’s second term, at 40.9%. During President Trump’s administration so far, the maximum share of women serving at one time has been 26.1%. Now, following Nikki Haley’s resignation as UN ambassador, the share stands at 21.7%. The first woman in a Cabinet-level position was Frances Perkins, appointed as secretary of labor by President Franklin D. Roosevelt in 1933. To date, seven women have served as labor secretary, more than in any other Cabinet or Cabinet-level position. Gina Haspel, appointed by President Donald Trump in 2018, is the first female director of the Central Intelligence Agency, a Cabinet-level position.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/38.txt,bar,simple,Social & Demographic Trends,bboxes/38.json
39,two_col-46,Fortune 500 CEOs,imgs/39.png,"The share of female CEOs of Fortune 500 companies reached an all-time high of 6.4% in 2017, with 32 women heading major firms. But the share fell to 4.8% in 2018 after several high-profile women left their posts, including Denise Morrison of Campbell Soup Co. and Meg Whitman of Hewlett Packard Enterprise. The late Katherine Graham, of The Washington Post Co., was the first female CEO to make the Fortune 500 list, in 1972. As recently as 1995, there were no female CEOs on the Fortune 500 list.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/39.txt,area,simple,Social & Demographic Trends,bboxes/39.json
40,two_col-47,Fortune 500 board members,imgs/40.png,"The share of women sitting on the boards of Fortune 500 companies has more than doubled, from 9.6% in 1995 to 22.2% in 2017.",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/40.txt,area,simple,Social & Demographic Trends,bboxes/40.json
41,two_col-48,University presidents,imgs/41.png,"In 2016, 30.1% of university presidents were women, triple the share in 1986. Frances Elizabeth Willard became the first female college president in 1871, heading the Evanston College for Ladies in Illinois, which later merged with Northwestern University. In 1975, Lorene L. Rogers was the first woman to lead a major research university (University of Texas), and Judith Rodin in 1994 became the first permanent female president of an Ivy League institution (University of Pennsylvania).",https://www.pewsocialtrends.org/fact-sheet/the-data-on-women-leaders/,data/41.txt,area,simple,Social & Demographic Trends,bboxes/41.json
42,two_col-49,"The rise of foreign students in the U.S., 2004-2016",imgs/42.png,"The most common type of foreign student visa is the F-1 visa, and these are typically given to those pursuing college degrees. The number of newly enrolled foreign students with F-1 visas at U.S. colleges and universities has grown dramatically, increasing from 138,000 in 2004 to 364,000 in 2016. Much of this growth has happened since the start of the Great Recession.",https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,data/42.txt,line,simple,Global Attributes & Trends,bboxes/42.json
43,two_col-50,"Top 10 countries of origin of foreign students in the U.S., 2016",imgs/43.png,"Students from China, India and South Korea accounted for more than half (54%) of all newly enrolled foreign students pursuing degrees at U.S. colleges and universities in 2016.",https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,data/43.txt,bar,simple,Global Attributes & Trends,bboxes/43.json
44,two_col-51,"Top 10 states for foreign students in the U.S., 2016",imgs/44.png,Ten states accounted for nearly two-thirds (63%) of newly enrolled foreign students at U.S. colleges and universities in 2016.,https://www.pewresearch.org/global/fact-sheet/foreign-students-in-the-u-s/,data/44.txt,bar,simple,Global Attributes & Trends,bboxes/44.json
45,no_data-22,"Women, Black and Hispanic adults and those with lower incomes more likely than others to think scams occur often % ofU.S adults who think people often pretend to be someone else in order to try to steal people's personal information",imgs/45.png,"On this issue, Americans vary in their perceptions that people often pretend to be someone else to try to steal information in this way. About half of women say this, compared with a smaller share of men. Roughly six-in-ten Black adults (63%) say the same, compared with 56% of Hispanic adults, 45% of White adults and 35% of Asian adults. And those with relatively low incomes are more likely to think people do this often (57% say so) compared with smaller shares of those with higher incomes.",https://www.pewresearch.org/fact-tank/2020/12/14/most-americans-dont-answer-cellphone-calls-from-unknown-numbers/,data/45.txt,bar,simple,Methods,bboxes/45.json
46,no_data-38,Vast majority of U.S. adults think pandemic provides lesson for humanity %FFUSS adults who say,imgs/46.png,"A large majority of U.S. adults (86%) say there is some kind of lesson or set of lessons for mankind to learn from the coronavirus outbreak, and about a third (35%) say these lessons were sent by God. In open-ended survey responses collected by the Center in the summer, Americans pointed to practical lessons, such as wearing a mask; personal lessons, such as remembering the importance of spending time with family and loved ones; and societal lessons, such as the need for universal health care. Other responses were political in nature, including criticisms of both major parties and concerns about the politicization of the pandemic.",https://www.pewresearch.org/fact-tank/2020/12/11/20-striking-findings-from-2020/,data/46.txt,bar,simple,U.S. Politics & Policy,bboxes/46.json
47,no_data-43,Most Latino adults have not heard of the term Latinx; few use it,imgs/47.png,"Only around a quarter of U.S. Hispanics (23%) have heard of the term “Latinx,” and just 3% say they use it to describe themselves. The gender-neutral, pan-ethnic term, which is used to describe the nation’s Hispanic population, has gained traction in recent years among some corporations, local governments, universities and news and entertainment outlets. But relatively few Hispanics are aware of the term and only a small fraction use it to describe themselves. Among Hispanics aware of the term, 65% say “Latinx” should not be used to describe the nation’s Hispanic or Latino population, while 33% say it should.",https://www.pewresearch.org/fact-tank/2020/12/11/20-striking-findings-from-2020/,data/47.txt,pie,simple,U.S. Politics & Policy,bboxes/47.json
48,no_data-46,Far more Americans favor keeping spending on policing at current levels – or increasing it – than cutting spending,imgs/48.png,"Amid calls to “defund the police,” only a quarter of Americans said in June that they favor a reduction in spending on policing in their area. The largest share of Americans (42%) preferred spending on policing in their area to stay about the same, while 31% said spending on police should be increased. Support for police spending cuts was higher – but still short of a majority – among adults under 30, Black adults and those who identify as Democratic or lean to the Democratic Party.",https://www.pewresearch.org/fact-tank/2020/12/11/20-striking-findings-from-2020/,data/48.txt,pie,simple,U.S. Politics & Policy,bboxes/48.json
49,no_data-76,Those who place greater importance on following the news are more accurate in identifying original reporting to whether three or more of six sources do original news reporting,imgs/49.png,"The survey asked respondents how important following the news was for being a good citizen, and those who say following the news is “very important” are more likely to correctly answer whether three or more of the six sources conduct their own news reporting. Over half of those who say following the news is very important (55%) correctly answered three or more of the original reporting questions, compared with 44% of those who say following news is somewhat important and 32% of those who say it is not too or not at all important.",https://www.pewresearch.org/fact-tank/2020/12/08/many-americans-are-unsure-whether-sources-of-news-do-their-own-reporting/,data/49.txt,bar,simple,Journalism & Media,bboxes/49.json
50,no_data-80,"Close state-level contests are nothing new in U.S. presidential elections Number of states where the winning candidate's popular-vote margin was less than 2 percentage points, by year",imgs/50.png,"Over the 50 presidential elections that have taken place since 1824, the first election for which statewide popular votes were both determinative and reasonably reliably reported, there have been 187 instances in which a state was decided by less than 2 percentage points (our definition of “close” for the purposes of this post). That’s an average of 3.74 states with close races per election.",https://www.pewresearch.org/fact-tank/2020/12/04/its-not-just-2020-u-s-presidential-elections-have-long-featured-close-state-races/,data/50.txt,bar,simple,U.S. Politics & Policy,bboxes/50.json
51,no_data-128,Many NATO member states do not meet organization's suggested defense spending threshold Estimated defense expenditures as a % OFGDP,imgs/51.png,"NATO recommends member states commit 2% of their gross domestic product to defense spending, a guideline that has been in place since 2006. But just 10 of the 29 member states for which data is available spend 2% or more on defense. (Data is not included for Iceland, which has no permanent military force.)
The U.S. is the leading defense spender among member states, committing an estimated 3.87% of GDP to defense expenditures in 2020. Nine other countries – including several in Central and Eastern Europe – also meet NATO’s 2% threshold. Just one country – Luxembourg – spends less than 1% of GDP on defense.",https://www.pewresearch.org/fact-tank/2020/11/30/nato-seen-in-a-positive-light-by-many-across-10-member-states/,data/51.txt,bar,simple,U.S. Politics & Policy,bboxes/51.json
52,no_data-160,Most say new COVID-19 aid is needed – and want Congress to act ASAP,imgs/52.png,"And an overwhelming majority of those who view more assistance as necessary think Congress and the president should act on it as soon as possible, rather than waiting until after the presidential inauguration in January. About two-thirds of Americans (68%) say a new aid package is necessary and that it be acted upon by the president and current Congress.",https://www.pewresearch.org/politics/2020/11/20/sharp-divisions-on-vote-counts-as-biden-gets-high-marks-for-his-post-election-conduct/,data/52.txt,pie,simple,U.S. Politics & Policy,bboxes/52.json
53,no_data-166,Global views of Trump 's characteristics % who say they think of President Donald Trump as Arrogant,imgs/53.png,"What have people around the world not liked about Trump? Our 37-nation survey in 2017 found that many did not like his personal characteristics or leadership style. Majorities said he was arrogant, intolerant and dangerous. Few considered him well-qualified or believed that he cares about ordinary people.",https://www.pewresearch.org/fact-tank/2020/11/19/the-trump-era-has-seen-a-decline-in-americas-global-reputation/,data/53.txt,bar,simple,U.S. Politics & Policy,bboxes/53.json
54,no_data-188,"Most describe QAnon as a 'conspiracy' or group' while some mention 'right-leaning"" or 'child trafficking"" Among USS adults who have heard or read about QAnon, % whose responses to an open Lended survey question asking What is QAnon?"" included mentions of",imgs/54.png,"When asked to describe QAnon, people most often mentioned that it was a group of some kind (41%) or a conspiracy group or theory (44%). When Americans who said they had heard at least a little about QAnon were asked to write in their own words what they thought it was, they were most likely to describe it as a group of some kind or include a more specific description of it as a conspiracy group or theory.
Far fewer wrote in other kinds of descriptions. Two-in-ten mentioned that it is a right-wing group or theory (20%) or that it is a theory about child abuse or trafficking (20%). Another 16% connected it directly to President Donald Trump, either by saying that Trump supports the group or that the group views him as a hero, savior or victim. (Responses could fit into more than one of these categories.)",https://www.pewresearch.org/fact-tank/2020/11/16/5-facts-about-the-qanon-conspiracy-theories/,data/54.txt,bar,simple,Journalism & Media,bboxes/54.json
55,no_data-213,The number of retired Baby Boomers rose more from 2019 to 2020 than in prior years Annual increase in the retired U.S. Baby Boomer population (in millions),imgs/55.png,"Millions of Baby Boomers retire each year from the U.S. labor force. But in the past year the number of retired Boomers increased more than in prior years, according to a Pew Research Center analysis of monthly labor force data. The recent increase in the share of Boomers who are retired is more pronounced among Hispanic and Asian American Boomers and those residing in the Northeast.
This is 3.2 million more Boomers than the 25.4 million who were retired in the same quarter of 2019. Until this year, the overall number of retired Boomers had been growing annually by about 2 million on average since 2011 (the year the oldest Boomer reached age 65), and the largest increase was 2.5 million between the third quarter of 2014 and 2015.",https://www.pewresearch.org/fact-tank/2020/11/09/the-pace-of-boomer-retirements-has-accelerated-in-the-past-year/,data/55.txt,bar,simple,Social & Demographic Trends,bboxes/55.json
56,no_data-233,published information that hasn't been fully verified % of U.S. adults who say the news sources they turn to most often have in their coverage of the 2020 presidential election,imgs/56.png,"A growing share of Americans are paying close attention to news about the election, but many are also concerned about the media reporting inaccurate or incomplete information. And that includes information reported by their own most-used news sources, according to a recent Pew Research Center survey.
Two-thirds of U.S. adults say they’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election, according to the survey, conducted Oct. 6 to 12 among 10,059 Americans – including 8,972 registered voters – as part of the Center’s American News Pathways project. More than half (56%) say their news sources have published breaking information before it was fully verified, and 37% say their sources have reported made-up news that is intended to mislead.",https://www.pewresearch.org/fact-tank/2020/11/02/two-thirds-of-u-s-adults-say-theyve-seen-their-own-news-sources-report-facts-meant-to-favor-one-side/,data/56.txt,bar,simple,U.S. Politics & Policy,bboxes/56.json
57,no_data-238,Minimum voting age is 18 in most countries and territories Number of countries and territories where the minimum voting age in national elections is years old 16 17 3,imgs/57.png,"The vast majority of countries and territories have a minimum voting age of 18 for national elections. The U.S. aligns with most other places in this respect. Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data, 205 have a minimum voting age of 18. Just 12 countries or territories allow people younger than 18 to vote in national elections.
Worldwide, the lowest minimum voting age for national elections is 16, including in Argentina, Austria and Brazil. The highest is in the United Arab Emirates, where citizens must be 25. In Italy, there is a split voting age: The minimum voting age for the lower house of Parliament is 18 years old, while voters must be 25 to vote in Senate elections.",https://www.pewresearch.org/fact-tank/2020/10/30/from-voter-registration-to-mail-in-ballots-how-do-countries-around-the-world-run-their-elections/,data/57.txt,bar,simple,Global Attributes & Trends,bboxes/57.json
